Source,Destination,Weight
C0018681,C0392171,2.0
C0018681,C0039591,1.0
C0018681,C0677500,1.0
C0018681,C0857160,1.0
C0018681,C0234229,1.0
C0018681,C0016382,4.0
C0018681,C0857245,1.0
C0018681,C0312414,1.0
C0018681,C0278145,2.0
C0018681,C0018834,2.0
C0018681,C0232292,1.0
C0018681,C0043144,2.0
C0018681,C0849959,3.0
C0018681,C0024902,3.0
C0018681,C1321587,3.0
C0018681,C0016204,3.0
C0018681,C0281856,1.0
C0018681,C0235108,2.0
C0018681,C0151786,3.0
C0018681,C0848290,2.0
C0018681,C0851121,1.0
C0018681,C0239377,6.0
C0018681,C0425449,1.0
C0018681,C2957106,4.0
C0018681,C0238740,1.0
C0018681,C0549343,1.0
C0018681,C0858665,1.0
C0018681,C0423571,1.0
C0018681,C0235710,1.0
C0018681,C0564820,1.0
C0018681,C0030794,1.0
C0018681,C1282310,1.0
C0018681,C0221785,2.0
C0018681,C0085636,5.0
C0018681,C0877716,1.0
C0018681,C0595963,1.0
C0018681,C0162298,1.0
C0018681,C0751559,2.0
C0018681,C0575090,2.0
C0018681,C0423673,1.0
C0018681,C0259813,1.0
C0018681,C4042866,1.0
C0018681,C0239511,1.0
C0018681,C0221758,1.0
C0018681,C0427008,2.0
C0018681,C0151315,5.0
C0018681,C0015468,6.0
C0018681,C0278146,2.0
C0018681,C0221170,5.0
C0018681,C0241898,1.0
C0018681,C0233488,1.0
C0018681,C0455770,2.0
C0018681,C0231217,1.0
C0018681,C0278139,1.0
C0018681,C0239832,1.0
C0018681,C0741426,3.0
C0018681,C0312422,1.0
C0018681,C0152149,1.0
C0018681,C0149651,1.0
C0018681,C0521516,1.0
C0018681,C0742339,1.0
C0018681,C0240327,1.0
C0018681,C0239833,2.0
C0018681,C0234255,1.0
C0018681,C0239886,2.0
C0018681,C0235239,1.0
C0018681,C0151827,5.0
C0018681,C0234250,2.0
C0018681,C0858708,1.0
C0018681,C2202100,1.0
C0018681,C0085635,1.0
C0018681,C2188199,2.0
C0018681,C0270697,1.0
C0018681,C0235283,1.0
C0018681,C1384493,1.0
C0018681,C0034642,2.0
C0018681,C0231780,1.0
C0018681,C0087169,1.0
C0018681,C0037317,1.0
C0018681,C0476288,1.0
C0018681,C0848241,1.0
C0018681,C0850630,1.0
C0018681,C0858666,1.0
C0018681,C0850149,1.0
C0018681,C0015644,1.0
C0018681,C0849795,1.0
C0018681,C0239134,1.0
C0018681,C0849970,2.0
C0018681,C0235150,1.0
C0018681,C0159028,1.0
C0018681,C0231239,1.0
C0018681,C3665346,1.0
C0018681,C0857492,1.0
C0018681,C0423618,3.0
C0018681,C0858898,1.0
C0018681,C0221776,1.0
C0018681,C2896456,1.0
C0018681,C0746779,1.0
C0018681,C0476270,1.0
C0018681,C0426484,1.0
C0018681,C0013421,1.0
C0018681,C2169806,1.0
C0018681,C0026838,1.0
C0018681,C0238656,1.0
C0018681,C0009269,2.0
C0018681,C2830454,1.0
C0018681,C0578050,1.0
C0018681,C0423669,1.0
C0018681,C0847554,2.0
C0018681,C0746683,1.0
C0018681,C0426359,1.0
C0018681,C0152029,1.0
C0018681,C0422833,1.0
C0018681,C0586407,1.0
C0018681,C0241165,1.0
C0018681,C0521668,1.0
C0018681,C0017672,1.0
C0018681,C0150841,1.0
C0018681,C0232495,1.0
C0018681,C0034886,1.0
C0018681,C0332601,1.0
C0018681,C0233762,1.0
C0018681,C0238973,1.0
C0018681,C2126129,1.0
C0018681,C0232517,1.0
C0018681,C0743229,1.0
C0018681,C0522179,1.0
C0018681,C0235218,1.0
C0018681,C0549209,1.0
C0018681,C0848717,1.0
C0018681,C0497293,1.0
C0018681,C0857062,1.0
C0018681,C0234532,1.0
C0018681,C0037090,1.0
C0392674,C0027497,11.0
C0392674,C0221423,19.0
C0392674,C0042963,9.0
C0392674,C0231218,10.0
C0392674,C0497406,4.0
C0392674,C0020175,4.0
C0392674,C0278148,1.0
C0392674,C2242996,4.0
C0392674,C0231528,4.0
C0392674,C0455270,1.0
C0392674,C0028643,5.0
C0392674,C0857073,1.0
C0392674,C0751372,1.0
C0392674,C0009806,5.0
C0392674,C0857027,2.0
C0392674,C1291077,4.0
C0392674,C1579931,2.0
C0392674,C0039070,4.0
C0392674,C0015230,5.0
C0392674,C3714552,15.0
C0392674,C0028084,1.0
C0392674,C0151908,1.0
C0392674,C0220870,2.0
C0392674,C0518214,2.0
C0392674,C0036572,7.0
C0392674,C0008031,3.0
C0392674,C0795691,2.0
C0392674,C0231617,4.0
C0392674,C0040822,7.0
C0392674,C0235004,1.0
C0392674,C0027769,3.0
C0392674,C0235309,4.0
C0392674,C0011991,5.0
C0392674,C0741585,1.0
C0392674,C0013404,7.0
C0392674,C0037088,4.0
C0392674,C0026821,2.0
C0392674,C0917801,2.0
C0392674,C0683369,6.0
C0392674,C0458118,2.0
C0392674,C0278141,1.0
C0392674,C0085624,4.0
C0392674,C0542476,1.0
C0392674,C0037011,1.0
C0392674,C0004604,4.0
C0392674,C0000737,3.0
C0392674,C0032781,1.0
C0392674,C0085602,1.0
C0392674,C0003862,7.0
C0392674,C0520963,1.0
C0392674,C3257803,1.0
C0392674,C0235234,1.0
C0392674,C0401149,1.0
C0392674,C0234369,1.0
C0392674,C0042571,3.0
C0392674,C0344232,2.0
C0392674,C0028081,1.0
C0392674,C0027424,1.0
C0392674,C0232471,2.0
C0392674,C0023380,5.0
C0392674,C1260880,2.0
C0392674,C0150055,2.0
C0392674,C0016512,1.0
C0392674,C1446787,2.0
C0392674,C0023222,1.0
C0392674,C0007859,4.0
C0392674,C0242429,5.0
C0392674,C0751295,2.0
C0392674,C1397014,1.0
C0392674,C0024031,3.0
C0392674,C0234230,2.0
C0392674,C0596601,1.0
C0392674,C0014724,2.0
C0392674,C0748706,1.0
C0392674,C0302539,2.0
C0392674,C0344375,1.0
C0392674,C1517205,3.0
C0392674,C0010200,9.0
C0392674,C0037763,2.0
C0392674,C0392171,1.0
C0392674,C0677500,1.0
C0392674,C0234229,1.0
C0392674,C0016382,3.0
C0392674,C0857245,1.0
C0392674,C0241039,1.0
C0392674,C0278145,2.0
C0392674,C0018834,1.0
C0392674,C0043144,3.0
C0392674,C0024902,1.0
C0392674,C0151786,1.0
C0392674,C0848290,1.0
C0392674,C0574068,1.0
C0392674,C0239377,1.0
C0392674,C0425449,3.0
C0392674,C0238741,1.0
C0392674,C2957106,1.0
C0392674,C3257980,1.0
C0392674,C0030794,1.0
C0392674,C1282310,1.0
C0392674,C0149738,1.0
C0392674,C0232491,1.0
C0392674,C0085631,1.0
C0392674,C0278007,1.0
C0392674,C0233844,1.0
C0392674,C0259813,1.0
C0392674,C4042866,2.0
C0392674,C0239511,1.0
C0392674,C0427008,1.0
C0392674,C0278146,2.0
C0392674,C0700153,2.0
C0392674,C0221170,1.0
C0392674,C0241898,1.0
C0392674,C0231217,1.0
C0392674,C0549248,1.0
C0392674,C0312422,1.0
C0392674,C0234254,1.0
C0392674,C0240327,1.0
C0392674,C0857072,1.0
C0392674,C0848283,2.0
C0392674,C0423693,1.0
C0392674,C0581394,1.0
C0392674,C0231655,1.0
C0392674,C3640015,1.0
C0392674,C0476288,3.0
C0392674,C0850149,1.0
C0392674,C0015644,1.0
C0392674,C0159028,1.0
C0392674,C0476270,1.0
C0392674,C0847550,1.0
C0392674,C2169806,1.0
C0392674,C0026838,1.0
C0392674,C0423006,1.0
C0392674,C0559687,1.0
C0392674,C0578050,1.0
C0392674,C0426359,1.0
C0392674,C0152029,1.0
C0392674,C0422833,1.0
C0392674,C0586407,1.0
C0392674,C0241165,1.0
C0392674,C0549299,1.0
C0392674,C0235162,1.0
C0392674,C0241050,1.0
C0392674,C1768507,1.0
C0027497,C1442877,2.0
C0027497,C0221423,45.0
C0027497,C0042963,19.0
C0027497,C0231218,30.0
C0027497,C0497406,5.0
C0027497,C0020175,10.0
C0027497,C0278148,1.0
C0027497,C2242996,9.0
C0027497,C0231528,9.0
C0027497,C0278144,4.0
C0027497,C0455270,4.0
C0027497,C0028643,4.0
C0027497,C0857073,1.0
C0027497,C0751372,2.0
C0027497,C2129214,4.0
C0027497,C0009806,15.0
C0027497,C0857027,6.0
C0027497,C1291077,19.0
C0027497,C1579931,7.0
C0027497,C0039070,10.0
C0027497,C0221232,1.0
C0027497,C0015230,10.0
C0027497,C3714552,28.0
C0027497,C0028084,3.0
C0027497,C0151908,2.0
C0027497,C0220870,11.0
C0027497,C0849640,1.0
C0027497,C0239313,1.0
C0027497,C0036572,10.0
C0027497,C0008031,8.0
C0027497,C0795691,1.0
C0027497,C0231617,4.0
C0027497,C0040822,15.0
C0027497,C0235004,4.0
C0027497,C0679309,1.0
C0027497,C0027769,4.0
C0027497,C0235309,10.0
C0027497,C0011991,21.0
C0027497,C0741585,4.0
C0027497,C0013404,10.0
C0027497,C0037088,3.0
C0027497,C0026821,12.0
C0027497,C0085593,7.0
C0027497,C0917801,6.0
C0027497,C0683369,4.0
C0027497,C0086132,1.0
C0027497,C0278141,2.0
C0027497,C0235318,2.0
C0027497,C0085624,11.0
C0027497,C0542476,3.0
C0027497,C0037011,1.0
C0027497,C0004604,12.0
C0027497,C0241705,1.0
C0027497,C0000737,4.0
C0027497,C0032781,3.0
C0027497,C0003862,11.0
C0027497,C0850045,1.0
C0027497,C0234369,2.0
C0027497,C0235240,2.0
C0027497,C0042571,8.0
C0027497,C0600142,7.0
C0027497,C0344232,7.0
C0027497,C0028081,1.0
C0027497,C0027424,1.0
C0027497,C0522251,3.0
C0027497,C0848633,2.0
C0027497,C0023380,4.0
C0027497,C1260880,2.0
C0027497,C0150055,2.0
C0027497,C0235129,1.0
C0027497,C1446787,3.0
C0027497,C0023222,3.0
C0027497,C0040460,1.0
C0027497,C0007859,2.0
C0027497,C0242429,5.0
C0027497,C0877197,1.0
C0027497,C1397014,1.0
C0027497,C0024031,6.0
C0027497,C0234230,3.0
C0027497,C0596601,5.0
C0027497,C1443924,1.0
C0027497,C0014724,11.0
C0027497,C0748706,7.0
C0027497,C1321898,4.0
C0027497,C0520962,1.0
C0027497,C3839047,1.0
C0027497,C2004489,1.0
C0027497,C0302539,6.0
C0027497,C0344375,3.0
C0027497,C1517205,2.0
C0027497,C0010200,10.0
C0027497,C0037763,1.0
C0027497,C0438716,2.0
C0027497,C2364135,1.0
C0027497,C0392171,3.0
C0027497,C0677500,1.0
C0027497,C0016382,6.0
C0027497,C0857245,2.0
C0027497,C0312414,2.0
C0027497,C0278145,2.0
C0027497,C0013395,3.0
C0027497,C0018834,7.0
C0027497,C0232292,4.0
C0027497,C0043144,1.0
C0027497,C0858598,1.0
C0027497,C0849959,1.0
C0027497,C1321587,2.0
C0027497,C0016204,4.0
C0027497,C0151786,1.0
C0027497,C0848290,2.0
C0027497,C0563277,1.0
C0027497,C0851121,1.0
C0027497,C0239377,2.0
C0027497,C0392678,1.0
C0027497,C0238741,2.0
C0027497,C0232487,1.0
C0027497,C2957106,3.0
C0027497,C0238740,1.0
C0027497,C3257980,1.0
C0027497,C0558489,2.0
C0027497,C0564820,1.0
C0027497,C0030794,2.0
C0027497,C0232492,2.0
C0027497,C0238552,1.0
C0027497,C0019559,2.0
C0027497,C1282310,1.0
C0027497,C0085631,3.0
C0027497,C0425481,1.0
C0027497,C0278007,2.0
C0027497,C0085636,1.0
C0027497,C0427008,2.0
C0027497,C0151315,1.0
C0027497,C0015468,2.0
C0027497,C0522359,1.0
C0027497,C0278146,2.0
C0027497,C0178310,1.0
C0027497,C0221170,1.0
C0027497,C0006625,2.0
C0027497,C0231772,1.0
C0027497,C0747927,1.0
C0027497,C0233488,1.0
C0027497,C0564823,1.0
C0027497,C0455770,1.0
C0027497,C0278139,1.0
C0027497,C0184567,2.0
C0027497,C0741426,1.0
C0027497,C0312422,2.0
C0027497,C0152149,1.0
C0027497,C0581879,1.0
C0027497,C0240327,1.0
C0027497,C0239833,1.0
C0027497,C0239886,1.0
C0027497,C0812426,1.0
C0027497,C2203300,1.0
C0027497,C0848283,3.0
C0027497,C0151827,1.0
C0027497,C0239783,1.0
C0027497,C2188199,1.0
C0027497,C0241381,1.0
C0027497,C0849967,1.0
C0027497,C0152031,1.0
C0027497,C0087169,3.0
C0027497,C0037317,1.0
C0027497,C0231655,2.0
C0027497,C0476288,2.0
C0027497,C0439814,1.0
C0027497,C0850149,1.0
C0027497,C0857126,1.0
C0027497,C0749874,1.0
C0027497,C0857233,1.0
C0027497,C0848464,1.0
C0027497,C0849795,1.0
C0027497,C0239134,1.0
C0027497,C0849970,1.0
C0027497,C0232849,1.0
C0027497,C0423640,1.0
C0027497,C0016199,1.0
C0027497,C0458109,1.0
C0027497,C0159028,1.0
C0027497,C3665346,1.0
C0027497,C0522365,2.0
C0027497,C0241040,1.0
C0027497,C0746779,1.0
C0027497,C0476270,1.0
C0027497,C2016599,1.0
C0027497,C0232602,1.0
C0027497,C2370950,1.0
C0027497,C0795701,1.0
C0027497,C2169806,1.0
C0027497,C0026838,1.0
C0027497,C1705500,1.0
C0027497,C0010201,1.0
C0027497,C0027796,1.0
C0027497,C0578050,1.0
C0027497,C0847554,3.0
C0027497,C0426359,1.0
C0027497,C0152029,1.0
C0027497,C0422833,1.0
C0027497,C0586407,1.0
C0027497,C0241165,1.0
C0027497,C0521668,1.0
C0027497,C0426601,1.0
C0027497,C0017672,2.0
C0027497,C0241426,1.0
C0027497,C0235706,1.0
C0027497,C0549299,1.0
C0027497,C0877487,1.0
C0027497,C0522179,1.0
C0027497,C0497293,1.0
C0027497,C0848337,1.0
C0027497,C1096446,1.0
C0027497,C0240352,1.0
C0027497,C3670794,1.0
C0027497,C0838224,1.0
C0027497,C0578994,1.0
C0027497,C0030201,1.0
C1442877,C0221423,3.0
C1442877,C0231218,4.0
C1442877,C0009806,1.0
C1442877,C0857027,1.0
C1442877,C1291077,1.0
C1442877,C0039070,1.0
C1442877,C0015230,5.0
C1442877,C0220870,1.0
C1442877,C0857057,1.0
C1442877,C0036572,2.0
C1442877,C0231617,2.0
C1442877,C0040822,1.0
C1442877,C0011991,1.0
C1442877,C0013404,1.0
C1442877,C0085593,2.0
C1442877,C0917801,1.0
C1442877,C0683369,1.0
C1442877,C0085624,1.0
C1442877,C0032781,1.0
C1442877,C0600142,1.0
C1442877,C0344232,1.0
C1442877,C0027424,1.0
C1442877,C0848633,1.0
C1442877,C1260880,1.0
C1442877,C1446787,1.0
C1442877,C1579838,1.0
C1442877,C0242429,5.0
C1442877,C0877491,1.0
C1442877,C0234230,1.0
C1442877,C0010200,1.0
C1442877,C0677500,1.0
C1442877,C0231706,1.0
C1442877,C0425449,1.0
C1442877,C0578687,1.0
C1442877,C0151315,1.0
C1442877,C0221170,1.0
C1442877,C0455770,1.0
C1442877,C0149651,1.0
C1442877,C0848283,1.0
C1442877,C0427149,1.0
C1442877,C0849824,1.0
C0221423,C0042963,22.0
C0221423,C0152165,1.0
C0221423,C0231218,38.0
C0221423,C0497406,7.0
C0221423,C0020175,7.0
C0221423,C0278148,2.0
C0221423,C2242996,11.0
C0221423,C0239589,1.0
C0221423,C0231528,10.0
C0221423,C0278144,1.0
C0221423,C0455270,5.0
C0221423,C0028643,7.0
C0221423,C0857073,1.0
C0221423,C0751372,1.0
C0221423,C2129214,2.0
C0221423,C0151825,2.0
C0221423,C0009806,11.0
C0221423,C0857027,9.0
C0221423,C1291077,12.0
C0221423,C1579931,3.0
C0221423,C0039070,12.0
C0221423,C0221232,1.0
C0221423,C0270996,2.0
C0221423,C0015230,19.0
C0221423,C3714552,39.0
C0221423,C0028084,10.0
C0221423,C0151908,5.0
C0221423,C0220870,5.0
C0221423,C0518214,3.0
C0221423,C0857057,1.0
C0221423,C0849640,1.0
C0221423,C0239313,1.0
C0221423,C0036572,14.0
C0221423,C0008031,5.0
C0221423,C0795691,2.0
C0221423,C0231617,14.0
C0221423,C0040822,16.0
C0221423,C0235004,5.0
C0221423,C0679309,1.0
C0221423,C0027769,9.0
C0221423,C0235309,8.0
C0221423,C0011991,13.0
C0221423,C0741585,6.0
C0221423,C0848168,1.0
C0221423,C0013404,12.0
C0221423,C0037088,7.0
C0221423,C0026821,6.0
C0221423,C0036396,1.0
C0221423,C0085593,6.0
C0221423,C0917801,8.0
C0221423,C0683369,11.0
C0221423,C0278141,4.0
C0221423,C0235318,1.0
C0221423,C0085624,17.0
C0221423,C0542476,2.0
C0221423,C0037011,3.0
C0221423,C0577573,4.0
C0221423,C0004604,11.0
C0221423,C0000737,5.0
C0221423,C0032781,1.0
C0221423,C0003862,8.0
C0221423,C0401149,1.0
C0221423,C0234369,2.0
C0221423,C0042571,10.0
C0221423,C0600142,4.0
C0221423,C0344232,6.0
C0221423,C0028081,6.0
C0221423,C0027424,2.0
C0221423,C0522251,3.0
C0221423,C0848633,2.0
C0221423,C0232471,1.0
C0221423,C0023380,9.0
C0221423,C1260880,4.0
C0221423,C0150055,3.0
C0221423,C0016512,1.0
C0221423,C0231749,1.0
C0221423,C0023222,5.0
C0221423,C0040460,1.0
C0221423,C0007859,4.0
C0221423,C0242429,15.0
C0221423,C0235031,1.0
C0221423,C1397014,1.0
C0221423,C0024031,3.0
C0221423,C0234230,3.0
C0221423,C0596601,4.0
C0221423,C1443924,2.0
C0221423,C0014724,6.0
C0221423,C0018520,1.0
C0221423,C0748706,4.0
C0221423,C1321898,2.0
C0221423,C0302539,5.0
C0221423,C0000729,2.0
C0221423,C0344375,3.0
C0221423,C1517205,4.0
C0221423,C0010200,16.0
C0221423,C0037763,5.0
C0221423,C0438716,3.0
C0221423,C2364135,1.0
C0221423,C0392171,3.0
C0221423,C0677500,5.0
C0221423,C0234229,1.0
C0221423,C0016382,5.0
C0221423,C0857245,1.0
C0221423,C0312414,2.0
C0221423,C0278145,3.0
C0221423,C0013395,1.0
C0221423,C0018834,6.0
C0221423,C0232292,3.0
C0221423,C0043144,3.0
C0221423,C0849959,1.0
C0221423,C0024902,2.0
C0221423,C1321587,4.0
C0221423,C0016204,3.0
C0221423,C0281856,1.0
C0221423,C0235108,2.0
C0221423,C0151786,3.0
C0221423,C0427055,1.0
C0221423,C0234362,1.0
C0221423,C0848290,4.0
C0221423,C0574068,1.0
C0221423,C0239377,1.0
C0221423,C0849850,1.0
C0221423,C0948094,1.0
C0221423,C0425449,2.0
C0221423,C0238741,2.0
C0221423,C2957106,4.0
C0221423,C0238740,2.0
C0221423,C0549343,2.0
C0221423,C0423571,1.0
C0221423,C0030794,4.0
C0221423,C0019559,2.0
C0221423,C0578687,1.0
C0221423,C1282310,1.0
C0221423,C0085631,2.0
C0221423,C0278007,1.0
C0221423,C0162298,1.0
C0221423,C0427008,2.0
C0221423,C0151315,2.0
C0221423,C0015468,1.0
C0221423,C0522359,1.0
C0221423,C0278146,2.0
C0221423,C0700153,1.0
C0221423,C0221170,1.0
C0221423,C0006625,2.0
C0221423,C0231772,1.0
C0221423,C0455770,1.0
C0221423,C0184567,1.0
C0221423,C0581879,1.0
C0221423,C0234253,1.0
C0221423,C0240327,1.0
C0221423,C0234255,1.0
C0221423,C0235239,2.0
C0221423,C0812426,3.0
C0221423,C0857072,2.0
C0221423,C0848283,2.0
C0221423,C0424489,1.0
C0221423,C0423693,2.0
C0221423,C0239783,1.0
C0221423,C0857051,1.0
C0221423,C0574002,2.0
C0221423,C0235283,1.0
C0221423,C0034642,2.0
C0221423,C0241057,1.0
C0221423,C0558920,1.0
C0221423,C0476227,1.0
C0221423,C0027498,1.0
C0221423,C0087169,1.0
C0221423,C0037317,3.0
C0221423,C0231655,1.0
C0221423,C0476288,2.0
C0221423,C0850630,1.0
C0221423,C0439814,1.0
C0221423,C0850149,3.0
C0221423,C0857126,1.0
C0221423,C0749874,1.0
C0221423,C0857233,1.0
C0221423,C0848464,1.0
C0221423,C0578454,2.0
C0221423,C0015644,2.0
C0221423,C0235267,2.0
C0221423,C0849795,1.0
C0221423,C0239134,1.0
C0221423,C0849970,1.0
C0221423,C0232849,2.0
C0221423,C0159028,1.0
C0221423,C0423621,1.0
C0221423,C0522365,1.0
C0221423,C0423618,3.0
C0221423,C0221776,1.0
C0221423,C0848277,1.0
C0221423,C0241040,1.0
C0221423,C0239836,1.0
C0221423,C1096081,1.0
C0221423,C0746779,1.0
C0221423,C0476270,1.0
C0221423,C0877495,1.0
C0221423,C0019825,1.0
C0221423,C0426484,2.0
C0221423,C0558148,1.0
C0221423,C0232602,1.0
C0221423,C1704276,1.0
C0221423,C2169806,1.0
C0221423,C0026838,1.0
C0221423,C0849370,1.0
C0221423,C0858722,1.0
C0221423,C0751144,1.0
C0221423,C0578050,1.0
C0221423,C0847554,2.0
C0221423,C0426359,1.0
C0221423,C0152029,1.0
C0221423,C0422833,1.0
C0221423,C0586407,1.0
C0221423,C0241165,1.0
C0221423,C0017672,1.0
C0221423,C0404484,1.0
C0221423,C0235706,1.0
C0221423,C0700184,1.0
C0221423,C1744601,1.0
C0221423,C0034886,1.0
C0221423,C0564822,1.0
C0221423,C0332601,1.0
C0221423,C0849911,1.0
C0221423,C0877487,1.0
C0221423,C0019079,1.0
C0221423,C0497293,1.0
C0221423,C0240564,1.0
C0221423,C0857062,1.0
C0221423,C0234532,1.0
C0221423,C0241050,1.0
C0221423,C1768507,1.0
C0221423,C0005858,1.0
C0221423,C0578451,1.0
C0221423,C0020429,1.0
C0221423,C2364082,1.0
C0221423,C0948775,1.0
C0221423,C0030201,1.0
C0042963,C0152165,1.0
C0042963,C0231218,11.0
C0042963,C0497406,1.0
C0042963,C0020175,4.0
C0042963,C0278148,1.0
C0042963,C2242996,3.0
C0042963,C0231528,5.0
C0042963,C0455270,2.0
C0042963,C0028643,2.0
C0042963,C0857073,1.0
C0042963,C2129214,1.0
C0042963,C0009806,2.0
C0042963,C1291077,5.0
C0042963,C1579931,2.0
C0042963,C0039070,3.0
C0042963,C0015230,4.0
C0042963,C3714552,11.0
C0042963,C0151908,1.0
C0042963,C0220870,1.0
C0042963,C0036572,2.0
C0042963,C0008031,3.0
C0042963,C0231617,1.0
C0042963,C0040822,4.0
C0042963,C0235004,1.0
C0042963,C0027769,1.0
C0042963,C0235309,4.0
C0042963,C0011991,14.0
C0042963,C0013404,4.0
C0042963,C0037088,1.0
C0042963,C0026821,1.0
C0042963,C0085593,4.0
C0042963,C0917801,2.0
C0042963,C0683369,1.0
C0042963,C0235318,1.0
C0042963,C0085624,4.0
C0042963,C0542476,2.0
C0042963,C0004604,5.0
C0042963,C0857516,1.0
C0042963,C0000737,4.0
C0042963,C0032781,1.0
C0042963,C0003862,4.0
C0042963,C0850045,1.0
C0042963,C0234369,1.0
C0042963,C0235240,1.0
C0042963,C0042571,6.0
C0042963,C0600142,1.0
C0042963,C0344232,3.0
C0042963,C0028081,1.0
C0042963,C0027424,1.0
C0042963,C0522251,1.0
C0042963,C0023380,1.0
C0042963,C0700590,1.0
C0042963,C1260880,1.0
C0042963,C0235129,2.0
C0042963,C0007859,1.0
C0042963,C0242429,4.0
C0042963,C1397014,1.0
C0042963,C0024031,2.0
C0042963,C0234230,1.0
C0042963,C0596601,3.0
C0042963,C1443924,1.0
C0042963,C0014724,2.0
C0042963,C0748706,2.0
C0042963,C1321898,2.0
C0042963,C0520962,2.0
C0042963,C0302539,2.0
C0042963,C0000729,2.0
C0042963,C0344375,3.0
C0042963,C1517205,1.0
C0042963,C0010200,7.0
C0042963,C0438716,1.0
C0042963,C2364135,1.0
C0042963,C0392171,3.0
C0042963,C0677500,1.0
C0042963,C0857160,1.0
C0042963,C0016382,1.0
C0042963,C0857245,1.0
C0042963,C0312414,1.0
C0042963,C0278145,1.0
C0042963,C0013395,1.0
C0042963,C0018834,3.0
C0042963,C0043144,2.0
C0042963,C0151786,1.0
C0042963,C0848290,2.0
C0042963,C0425449,1.0
C0042963,C2957106,1.0
C0042963,C0575090,1.0
C0042963,C0427008,1.0
C0042963,C0278146,1.0
C0042963,C0221170,2.0
C0042963,C0184567,1.0
C0042963,C0240327,1.0
C0042963,C0848283,1.0
C0042963,C0151827,1.0
C0042963,C0034642,1.0
C0042963,C0476288,1.0
C0042963,C0850149,2.0
C0042963,C0015644,1.0
C0042963,C0849795,1.0
C0042963,C0239134,1.0
C0042963,C0159028,1.0
C0042963,C0522365,1.0
C0042963,C0746779,1.0
C0042963,C0476270,1.0
C0042963,C0027066,1.0
C0042963,C2169806,1.0
C0042963,C0026838,1.0
C0042963,C0423006,1.0
C0042963,C0578050,1.0
C0042963,C0847554,1.0
C0042963,C0426359,1.0
C0042963,C0152029,1.0
C0042963,C0422833,1.0
C0042963,C0586407,1.0
C0042963,C0241165,1.0
C0042963,C0404484,1.0
C0042963,C0232517,1.0
C0042963,C0018926,1.0
C0152165,C0231218,1.0
C0231218,C0497406,5.0
C0231218,C0020175,7.0
C0231218,C0278148,1.0
C0231218,C2242996,8.0
C0231218,C0231528,8.0
C0231218,C0278144,2.0
C0231218,C0455270,4.0
C0231218,C0028643,3.0
C0231218,C0751372,2.0
C0231218,C2129214,1.0
C0231218,C0151825,1.0
C0231218,C0009806,11.0
C0231218,C0857027,8.0
C0231218,C1291077,12.0
C0231218,C1579931,5.0
C0231218,C0039070,9.0
C0231218,C0221232,1.0
C0231218,C0270996,1.0
C0231218,C0015230,13.0
C0231218,C3714552,24.0
C0231218,C0028084,7.0
C0231218,C0151908,1.0
C0231218,C0220870,2.0
C0231218,C0518214,1.0
C0231218,C0857057,1.0
C0231218,C0948786,1.0
C0231218,C0239313,1.0
C0231218,C0036572,8.0
C0231218,C0008031,5.0
C0231218,C0795691,4.0
C0231218,C0231617,13.0
C0231218,C0040822,10.0
C0231218,C0235004,2.0
C0231218,C0027769,9.0
C0231218,C0235309,8.0
C0231218,C0011991,6.0
C0231218,C0741585,4.0
C0231218,C0848168,1.0
C0231218,C0013404,10.0
C0231218,C0037088,9.0
C0231218,C0026821,6.0
C0231218,C0236040,1.0
C0231218,C0221100,1.0
C0231218,C0085593,8.0
C0231218,C0917801,2.0
C0231218,C0683369,11.0
C0231218,C0086132,1.0
C0231218,C0458118,1.0
C0231218,C0278141,4.0
C0231218,C0085624,14.0
C0231218,C0542476,1.0
C0231218,C0037011,2.0
C0231218,C0577573,2.0
C0231218,C0004604,14.0
C0231218,C0241705,1.0
C0231218,C0000737,5.0
C0231218,C0032781,1.0
C0231218,C0003862,9.0
C0231218,C3257803,1.0
C0231218,C0235234,1.0
C0231218,C0850045,1.0
C0231218,C0234369,2.0
C0231218,C0042571,4.0
C0231218,C0600142,4.0
C0231218,C0344232,4.0
C0231218,C0028081,3.0
C0231218,C0027424,3.0
C0231218,C0522251,3.0
C0231218,C0848633,3.0
C0231218,C0023380,5.0
C0231218,C1260880,3.0
C0231218,C0150055,2.0
C0231218,C0016512,1.0
C0231218,C0235129,2.0
C0231218,C0231749,1.0
C0231218,C1446787,5.0
C0231218,C0023222,2.0
C0231218,C0007859,7.0
C0231218,C0242429,12.0
C0231218,C0751295,1.0
C0231218,C1397014,1.0
C0231218,C0024031,3.0
C0231218,C0234230,3.0
C0231218,C0596601,4.0
C0231218,C0014724,6.0
C0231218,C0748706,7.0
C0231218,C1321898,2.0
C0231218,C0302539,3.0
C0231218,C0344375,2.0
C0231218,C1517205,5.0
C0231218,C0010200,14.0
C0231218,C0037763,4.0
C0231218,C0438716,1.0
C0231218,C2364135,1.0
C0231218,C0392171,1.0
C0231218,C0039591,1.0
C0231218,C0677500,2.0
C0231218,C0234229,1.0
C0231218,C0549391,1.0
C0231218,C0016382,5.0
C0231218,C0857245,1.0
C0231218,C0241039,1.0
C0231218,C0312414,3.0
C0231218,C0278145,5.0
C0231218,C0013395,1.0
C0231218,C0018834,5.0
C0231218,C0232292,1.0
C0231218,C0849959,1.0
C0231218,C0024902,1.0
C0231218,C1321587,8.0
