disease,postLink
Shoulder Problems,https://patient.info/forums/discuss/how-long-before-i-can-return-to-cutting-hair-after-rotator-cuff-and-slap-tear-surgery--782858
Shoulder Problems,https://patient.info/forums/discuss/shoulder-decompression--782220
Shoulder Problems,https://patient.info/forums/discuss/1-week-in-i-think-i-hurt-my-rotator-cuff-surgery-780210
Shoulder Problems,https://patient.info/forums/discuss/aching-arm-after-shoulder-surgery-4-months-on-603659
Shoulder Problems,https://patient.info/forums/discuss/rotator-cuff-surgery-4-weeks-post-op-481437
Shoulder Problems,https://patient.info/forums/discuss/shoulder-blade-grinding-shoulder-pinching-no-pain--778033
Urinary Tract Infection,https://patient.info/forums/discuss/i-have-been-having-urine-dripping-for-upto-one-month-804913
Urinary Tract Infection,https://patient.info/forums/discuss/uti-p-mirabilis-803709
Urinary Tract Infection,https://patient.info/forums/discuss/cpirofloxacin-for-uti-644545
Urinary Tract Infection,https://patient.info/forums/discuss/urinary-tract-infection-and-same-day-did-a-full-culture-showed-no-infection--803564
Urinary Tract Infection,https://patient.info/forums/discuss/vaginal-tingling-and-constant-need-to-pee-803552
Urinary Tract Infection,https://patient.info/forums/discuss/weird-tingling-sensation-in-my-vagina-613862
Urinary Tract Infection,https://patient.info/forums/discuss/painful-bumps-on-perineum-a-few-days-after-uti-802846
Urinary Tract Infection,https://patient.info/forums/discuss/should-urine-be-acid-or-alkaline-in-order-to-resist-utis--802552
Urinary Tract Infection,https://patient.info/forums/discuss/chronic-uti-s-so-debilitating-and-depressing-801744
Urinary Tract Infection,https://patient.info/forums/discuss/constant-uti-s-668883
Urinary Tract Infection,https://patient.info/forums/discuss/persistent-chronic-uti-797966
Urinary Tract Infection,https://patient.info/forums/discuss/still-in-pain-801617
Urinary Tract Infection,https://patient.info/forums/discuss/feeling-like-pee-is-stuck-at-the-end-of-urethra-663308
Urinary Tract Infection,https://patient.info/forums/discuss/help-please-uti-genital-herpes-or-both--785516
Urinary Tract Infection,https://patient.info/forums/discuss/recurring-uti-since-may-2022-793224
Urinary Tract Infection,https://patient.info/forums/discuss/what-is-going-on--785772
Urinary Tract Infection,https://patient.info/forums/discuss/my-urethra-is-tingling-after-i-bed-before-bed-794378
Urinary Tract Infection,https://patient.info/forums/discuss/can-the-antimicrobial-susceptibility-result-be-different-in-different-urine-culture-test--791723
Urinary Tract Infection,https://patient.info/forums/discuss/protein-in-urine-791187
Urinary Tract Infection,https://patient.info/forums/discuss/uncomfortable-arousal-symptoms-coupled-with-constant-need-to-pee-and-slight-burning-728546
Urinary Tract Infection,https://patient.info/forums/discuss/pelvic-pain-irritation-tingling-761842
Urinary Tract Infection,https://patient.info/forums/discuss/urinary-tract-infection-787322
Urinary Tract Infection,https://patient.info/forums/discuss/uti-symptoms-for-almost-a-year-788335
Urinary Tract Infection,https://patient.info/forums/discuss/hormones-789322
Urinary Tract Infection,https://patient.info/forums/discuss/natural-approach-788890
Urinary Tract Infection,https://patient.info/forums/discuss/tired-of-antibiotics-788470
Urinary Tract Infection,https://patient.info/forums/discuss/how-i-got-rid-of-ruti-788040
Urinary Tract Infection,https://patient.info/forums/discuss/i-keep-getting-utis-after-sex--787817
Urinary Tract Infection,https://patient.info/forums/discuss/bleeding-in-urine-and-penile-discharge-for-1-week-787472
Urinary Tract Infection,https://patient.info/forums/discuss/does-paracetamol-or-ibuprofen-help-get-rid-of-uti-or-it-only-helps-with-the-pain--785426
Urinary Tract Infection,https://patient.info/forums/discuss/urine-dipstick-784997
Urinary Tract Infection,https://patient.info/forums/discuss/bladder-infection-peeing-what-looks-like-blood-clots--781186
Urinary Tract Infection,https://patient.info/forums/discuss/urine-problems-after-masturbation-760714
Urinary Tract Infection,https://patient.info/forums/discuss/uti-from-enterococcus-facaelis-need-insight--741112
Urinary Tract Infection,https://patient.info/forums/discuss/urinary-tract-infection-672545
Sexual Health,https://patient.info/forums/discuss/i-have-completely-lost-my-sex-drive-and-it-s-making-me-depressed-805024
Sexual Health,https://patient.info/forums/discuss/is-this-linked-to-any-stds-such-as-syphillis-or-infectious-mononucleosis--805138
Sexual Health,https://patient.info/forums/discuss/pls-help-799988
Sexual Health,https://patient.info/forums/discuss/dark-skin-on-part-of-penis-805081
Sexual Health,https://patient.info/forums/discuss/am-i-at-risk-of-getting-an-sti-from-oral-sex--805043
Sexual Health,https://patient.info/forums/discuss/bumps-outside-vaginal-opening-802287
Sexual Health,https://patient.info/forums/discuss/help-are-these-pink-fleshy-lumps-normal-in-my-vagina--805030
Sexual Health,https://patient.info/forums/discuss/genital-warts-trigger-warning-805025
Sexual Health,https://patient.info/forums/discuss/hpv-or-vp--805021
Sexual Health,https://patient.info/forums/discuss/yeast-infection-or-what-801911
Sexual Health,https://patient.info/forums/discuss/what-is-this-please-please-help-804235
Sexual Health,https://patient.info/forums/discuss/-image-included-yellowish-spots-on-vulva-vestibule-herpes-or-something-else--804955
Sexual Health,https://patient.info/forums/discuss/can-anyone-please-help-i-m-confused-if-this-is-vestibular-papillomatosis-or-hpv--803490
Sexual Health,https://patient.info/forums/discuss/discharge-804248
Sexual Health,https://patient.info/forums/discuss/is-this-hpv-genital-warts-or-something-else--797689
Sexual Health,https://patient.info/forums/discuss/weird-skin-tissue-on-my-vagina-entering-804793
Sexual Health,https://patient.info/forums/discuss/struggling-with-discharge-804902
Sexual Health,https://patient.info/forums/discuss/high-hiv-risk-multiple-negative-tests-low-cd4-804757
Sexual Health,https://patient.info/forums/discuss/white-acne-looking-blisters-on-penis-face-and-all-over-body-804891
Sexual Health,https://patient.info/forums/discuss/hiv-risk-from-receiving-oral--804825
Sexual Health,https://patient.info/forums/discuss/are-these-genital-warts--804741
Sexual Health,https://patient.info/forums/discuss/possible-sti-single-swollen-lymph-node-804734
Sexual Health,https://patient.info/forums/discuss/unknown-scabs-on-buttocks-herpes--804773
Sexual Health,https://patient.info/forums/discuss/helppp-i-think-i-have-genital-warts-804714
Sexual Health,https://patient.info/forums/discuss/genital-warts-advice-804713
Sexual Health,https://patient.info/forums/discuss/is-this-vp-or-std-pic-included-804698
Sexual Health,https://patient.info/forums/discuss/what-is-this-white-ball-like-thing-near-my-clitoris--727217
Sexual Health,https://patient.info/forums/discuss/pain-in-penis-after-ejaculation--769126
Sexual Health,https://patient.info/forums/discuss/does-this-look-like-a-herpes-or-any-other-std-sore--804604
Sexual Health,https://patient.info/forums/discuss/what-is-this--804586
Sexual Health,https://patient.info/forums/discuss/how-making-a-very-sensitive-clitoris-numb-803965
Sexual Health,https://patient.info/forums/discuss/weird-bump-on-vulva-804556
Sexual Health,https://patient.info/forums/discuss/is-this-a-herpes-sore-please-help-804579
Sexual Health,https://patient.info/forums/discuss/help-not-sure-what-this-is-please-help--804573
Sexual Health,https://patient.info/forums/discuss/does-this-look-normal--803066
