disease,postLink
Covid,https://connect.mayoclinic.org/discussion/when-plans-change-because-of-health-issues-how-do-you-cope/
Covid,https://connect.mayoclinic.org/discussion/reinfection-and-immune-suppression-on-prednisone/
Covid,https://connect.mayoclinic.org/discussion/neuropathy-in-feet-post-covid/
Covid,https://connect.mayoclinic.org/discussion/monolaurin-for-long-covid/
Covid,https://connect.mayoclinic.org/discussion/long-covid-prickly-burning-hands-at-night/
Covid,https://connect.mayoclinic.org/discussion/anyone-else-experiencing-what-i-call-head-awareness-1/
Covid,https://connect.mayoclinic.org/discussion/shingles-shot-helped-or-hurt-long-covid-symptoms/
Covid,https://connect.mayoclinic.org/discussion/long-covid-handbook/
Covid,https://connect.mayoclinic.org/discussion/recovery-strategy/
Covid,https://connect.mayoclinic.org/discussion/thinking-its-all-in-our-heads/
Covid,https://connect.mayoclinic.org/discussion/garbageburning-taste-and-smell/
Covid,https://connect.mayoclinic.org/discussion/how-long-have-you-had-post-covid/
Covid,https://connect.mayoclinic.org/discussion/how-common-is-pots-after-long-covid-exposure/
Covid,https://connect.mayoclinic.org/discussion/nerve-sensation/
Covid,https://connect.mayoclinic.org/discussion/flu-shot-with-long-haulers-covid-recovery/
Covid,https://connect.mayoclinic.org/discussion/how-is-the-cold-winter-weather-affecting-those-of-us-with-long-covid/
Covid,https://connect.mayoclinic.org/discussion/any-have-insomnia-as-symptom-of-covid-19/
Covid,https://connect.mayoclinic.org/discussion/post-covid-and-signals-of-measles/
Covid,https://connect.mayoclinic.org/discussion/blood-pressure-2/
Covid,https://connect.mayoclinic.org/discussion/anyone-have-long-term-recovery/
Covid,https://connect.mayoclinic.org/discussion/waited-6-months-to-go-to-long-hauler-covid-clinic-and-very-disappointe/
Covid,https://connect.mayoclinic.org/discussion/when-to-go-back-to-workwork-from-home/
Covid,https://connect.mayoclinic.org/discussion/anyone-using-wearable-devices-to-track-and-manage-long-covid/
Covid,https://connect.mayoclinic.org/discussion/will-omicron-make-long-covid-symptoms-worse/
Covid,https://connect.mayoclinic.org/discussion/dystonia-1/
Covid,https://connect.mayoclinic.org/discussion/cytokines-through-the-brain-blood-barrier/
Covid,https://connect.mayoclinic.org/discussion/brain-foggers-ask-your-doc-about-adhd-meds/
Covid,https://connect.mayoclinic.org/discussion/do-i-need-trelegy-for-long-covid-shortness-of-breath/
Covid,https://connect.mayoclinic.org/discussion/deep-breathing-and-mindfulness-educational-class/
Covid,https://connect.mayoclinic.org/discussion/many-long-post-covid-symptoms/
Covid,https://connect.mayoclinic.org/discussion/covid-19-and-monoclonal-antibodies-no-antibodies-after-vaccines/
Covid,https://connect.mayoclinic.org/discussion/sharp-hip-and-lower-back-pain/
Covid,https://connect.mayoclinic.org/discussion/returning-sore-throat/
Covid,https://connect.mayoclinic.org/discussion/digestion-complications-after-covid/
Covid,https://connect.mayoclinic.org/discussion/burning-gut-issues-still-11-months-out/
Covid,https://connect.mayoclinic.org/discussion/amalgamation-of-research-self-treatment/
Covid,https://connect.mayoclinic.org/discussion/post-covid-19-and-pulmonary-fibrosis/
Covid,https://connect.mayoclinic.org/discussion/ayurveda/
Covid,https://connect.mayoclinic.org/discussion/spontaneous-nose-bleeds-with-this-covid-variant/
Covid,https://connect.mayoclinic.org/discussion/still-on-oxygen-after-a-year/
Covid,https://connect.mayoclinic.org/discussion/sob-with-shoulder-pt/
Covid,https://connect.mayoclinic.org/discussion/looking-for-hope-in-a-time-of-trauma/
Covid,https://connect.mayoclinic.org/discussion/symptoms-throughout-the-day/
Covid,https://connect.mayoclinic.org/discussion/post-covid-flair-up-monthly/
Covid,https://connect.mayoclinic.org/discussion/post-covid-cough-cant-havent-been-back-to-work/
Covid,https://connect.mayoclinic.org/discussion/dealing-with-post-covid/
Covid,https://connect.mayoclinic.org/discussion/muscle-pain-where-my-kidneys-are/
