disease,postLink,postHeading,postContent
Quetiapine,https://patient.info/forums/discuss/is-this-withdrawal-help-684880,Is this withdrawal?? Help ,"hi, ive been taking quetiapine 100mgs for sleep for 1 year. 2 months ago this was increased to 150mgs. i felt like a zombie so i am mow reducing. i have reduced it by 50mgs 5 days ago and i feel awful. more tired, foggy head, sore eyes, and a constant headache. is this withdrawal? ive been in bed all day as i feel awful. can anyone help? thanks, vicki 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/seroquel-is-ruining-my-relationship--685366,Seroquel is ruining my relationship!,"I don't know what kind of details I need to put to make things easier. So I'll just put what they normally ask for on websites that ask for medical advice. I'm a 22 year old female, taking 200mg Lamictal, 100mg Wellbutrin HCL SR, Concerta ER 36mg, Zoloft 50mg, in the morning. 150 Lamictal, 50mg Zoloft, 400mg Seroquel 1mg Lunesta and 10mg Melatonin. Xanax 1mg and Hydroxyzine 100mg as needed. Mental Disorders are Asperger's Syndrome, PTSD, ADD, OCD, BiPolar, Social Phobia, Panic Disorder, Anxiety Disorder, Chronic Depression, and I believe a few others, but I can't remember them. I've been on Seroquel for 4 years now and my doctor and I have decided to take me off of it. I'm was on 500mg at night. I was on it for insomnia and my doctor decided on Lunesta since the Seroquel quit working. And because it makes my libido non-existent. My boyfriend has been great at not being angry at it, but now it's startling to strain. We have sex maybe once a month. I don't like it either, I love being intimate with him. I don't want to wait months to go off of it, I want off it now. I know that's super bad. I've dropped medicine before and it made me go into Psychosis. But there has GOT to be something I can take and drop it so I don't go crazy. 0 likes, 0 replies "
Quetiapine,https://patient.info/forums/discuss/quetiapine-side-effects-bedwetting--682218,Quetiapine side effects (Bedwetting) ,"I know this is a bit of an embarrassing subject but has anybody experienced bed wetting in adults who are taking quetiapine? 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/quetiapine-697267,Quetiapine,"It saw psychosis, schizo-affective, bipolair and schizophrenia appear on paper. It is favored, it understands the intention, but it is not true. It is well-intended, blessed but needlessly painful that this is made up for not yet feeling emotions, observing thoughts and opening the mind. These are ordinary experiences that are part of life and that have nothing to do with disease, except to make it disappear. Even though it did not know what it was meant for, it yielded against better judgment a lesson by having taken psychiatric drugs. This contributed to the level of suffering to make life collapse, which later turned out to be the intention to repay evil with good by asking: who? The idea that 'I' am suffering is exactly that, an idea. Not true. It found out that there was no 'I'. No 'I', so no suffering and therefore no problem. Although there is no 'I' who can complain about anything and the body can take a drug until death, it can try to let this instructive, blessed but useless 'medicine' be. The family, spiritual family and psychiatrist Bart Simons are supportive. Do you want to support this body, possibly mutually, to let go of Quetiapine? 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/seroquel--700842,Seroquel?,"Hello! is this med good for anxiety or depression? I am currently on celexa 20 mg for anxiety and doc wants to add this as well. What are the pros and cons of this med? Thanks! 0 likes, 5 replies "
Quetiapine,https://patient.info/forums/discuss/horrible-quetiapine-withdrawal-525314,Horrible Quetiapine Withdrawal ,"Hi!  Last year I was on 550 mg. of Quetipine and was rapided tapered off by an organization In Alberta, Canada.  At the same time I was also taking Gabapentin, Remeron, Zoplicone and Cortef.  Once they got me down to 200 mg. of Seroquel they had me reduce all the meds at the same time.  After being totally off all meds for three weeks, I ended up on the paych ward where they reinstated me back on 100 mg. of Seroquel and 15 mg. of Remeron.  Over the past year I have been slow tapering the Seroquel and have been going through hell ever since.  The symptoms I am having are:  chronic insomnia (no sleep most days and nights for weeks on end), adrenaline surges when I attempt to either sit or lie down and close my eyes, burning, tingling, numbness, vibrations throughout body and head, burning brain, anxiety/panic attacks, feel like I am going to lose my mind or die at any moment, sensory overload, blurry vision, feeling like head is going to explode and the list goes on.  I am now down to 32 mg. per day of the Seroquel and 15 mg. of the Remeron.  These symptoms are present with me 24/7 and they are getting worse with every drop I make in the Seroquel.  I barely sleep at all and I have lost all interest in life and am wondering if anyone else has these horrendous symptoms while taking and then withdrawing from Seroquel?  Also, I can barely leave my house as everything apprears weird, distorted and unreal.  Is this the drugs and withdrawal that is making me feel this way and will it eventually get better when I get off the drugs?  I am terrified I will stay like this forever.  Please Help Me. 2 likes, 30 replies "
Quetiapine,https://patient.info/forums/discuss/quetiapine-is-giving-me-visual-and-auditory-holusionations-anyone-else--670981,Quetiapine is giving me visual and auditory holusionations. Anyone else?,"Lately after about a half an hour after taking (300mg) at bedtime for sleep I begin hearing strange noises and things zipping a crossed the floor and ceiling. I also sometimes talking loudly in my sleep and crazy dreams.  Everything is fine until I take it then I really get creeped out!! Has anyone here experienced this?  1 like, 2 replies "
Quetiapine,https://patient.info/forums/discuss/very-longf-term-use-of-quetiapaine-717615,Very Longf Term USe of Quetiapaine,"I have been taking Quetiapine for almost 20 years now! I have been taking 25MG Tablet before bed. Now that I am 66ys I am having effects from this medication. Per my Psych.,months ago she suggested  I  go up to 50mg. (trying to get of  strong sleep medicine). I than noticed my memory was even worse and I was so spacey.  This of course tells me that Yes this medication, even low dose, as years go by, does have long term memory effects. Has any one experienced this after years of use, especially people over 50? Note: I would get off now, but I am working on getting entirely off of Diazepam,1/2 tab left to go. 0 likes, 0 replies "
Quetiapine,https://patient.info/forums/discuss/normal-withdrawal-symptoms--722336,Normal withdrawal symptoms? ,"Hi Guys, I just stopped taking seroquel (50mg for only a month), and I've been feeling a horrible sense of general malaise as well as some nausea. Anyone else experienced this with withdrawal? I was recently sick two times, and this feels like how I felt before I got sick. I fear that I am getting sick a third time 😦 0 likes, 2 replies "
Quetiapine,https://patient.info/forums/discuss/help-with-venlafaxine-and-quetiapine-726796,Help with Venlafaxine and Quetiapine ,"Hi, I'm taking Venlafaxine and Quetiapine I've noticed that i'm spacing out a lot more, and not remembering conversations or what i've been doing. Latest one is that I put my card down, but I didn't remember where I put it. This is very unusual for me, i'm also failing to remember conversations i've just had. My restless legs are getting worse, i'm finding that they just wont stay still! I feel like I get what can only be described as a shock that runs down the leg, and it just suddenly moves! I'm also worried I might be sleep walking, i've suspected it for a while but things are moved when I wake up. All advice and comments welcome. 0 likes, 0 replies 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/seroquel-and-driving--738885,Seroquel and driving?,"Hello, I've been taking seroquel for about a year and a half and it helps me so much! I recently got a new job where I often have to wake up at 5AM and noticed I feel really out of it and nauseous when I wake up that early, should I be cautious about driving to work when seroquel is having that effect on me? 0 likes, 3 replies "
Quetiapine,https://patient.info/forums/discuss/50mg-quetiapine-withdrawal-742263,50mg quetiapine withdrawal,"hi all, i was put on this for ""anxiety and depression"" 7 months ago, which turns out i never had in the first place was just a side affect of medication messing with my hormones (long story) anyway, ive been withdrawing from said medication and my phsyciatric nurse originally said to drop from 50mg to 25mg, however when i did that a few weeks ago within days i was feeling sick, exhausted, headachey etc. this time, im going down by 12.5mg a time, for 2 weeks, so from 50 to 37.5 for 2 weeks, then to 25mg for 2 weeks, then 12.5 for 2 weeks then nothing. is there anyone out there doing a similar thing and can advise me on how this worked for them? 0 likes, 2 replies "
Quetiapine,https://patient.info/forums/discuss/just-started-on-quetiapine-448365,just started on quetiapine,"Been diagnosed with ""mild  "" and possible bpd. Main problems were insomnia and   causing me to avoid everything and become depressed/suicidal. Was previously taking sertraline but my anxiety was through the roof.  Now on quetiapine 50mg (25 in morning, 25 at night) and mirtazapine. Been taking the quetiapine at roughly 9/10 every morning and at about 7pm. So far though im noticing that its making me knackered in the day but im still awake as anything at night. If anything its making ny sleeping worse because its 10x harder to drag myself up in the morning and I end up sleeping til 1/2 and not able to function til about 4pm.  It's early days though so hopefully things will level out a bit! So far I've been so tired I haven't been feeling anywhere near as emotional as I was, just very irritable (probably due to the tiredness! ). Here's hoping I've finally found something that will make life more manageable! Just one question.. does the tiredness simmer down a bit once you've been taking it a while? Tiredness has always been a problem for me and brain fog which has been excasserbated since I started taking this.  Many thanks    Abs xx 1 like, 14 replies "
Quetiapine,https://patient.info/forums/discuss/3rd-week-off-of-quetiapine-the-insomnia-is-driving-me-crazy--610333,3rd week off of quetiapine - the insomnia is driving me crazy.,"I was prescribed 50 mg of Seroquel nightly for insomnia back in May. When I took it as prescribed that night, I was out for 10 hours straight. My husband says he got our dog on the bed and I didn't even react. I don't like sleeping with our 140 lbs Great Dane, so I usually tell him to get off the bed. Anyway, I had to go to work the next morning, and it was a nightmare. My speech was slurring, my hands were violently shaking, and I couldn't remember my co-workers names. On top of that, I was so drowsy, I became agitated about driving myself back home in that state. The drowsiness went away around 4 pm and at that point I was a crying mess, because I was so scared of the side effects. I contacted my doctor right away and she told me to cut the tablet in half and take it an hour earlier the following night, which I did and experienced a full blown insomnia where I maybe slept 2 hours in total. Since then, I had been taking 12.5mg - 25 mg on a nightly basis to help me sleep due to my anxiety issues. And for the first month or so, it did help. The drowsiness never went away, although it wasn't as acute. After about a month, things gradually went downhill. By the end of my "" treatment"" I had nights when I slept maybe 1 hour. After taking it, I would experience restless arms and legs, constant need to be moving, muscle twitching every 2 minutes and that was at 12.00am in the morning. I would stay up all night, and then have to go to work feeling like I want to crawl out of my skin. After coming to work, intense anxiety would overcome me and last a couple hours. I would start experiencing panic attacks, too. So I decided to stop Seroquel, as it was making my insomnia way worse than it was before. I am on my third week off of it and have the following   withdrawal symptoms: insomnia, intense muscle pain, headaches, diahrrea, irritability, and restlessness, depression. Paradoxically, my mind is clear and I have less anxiety. My question is: has anybody here successfully withdrawn from Seroquel, and if so how long did it take for this annoying insomnia to go away? I am also seeing a clinical psychologist, specifically for insomnia and anxiety. And she told me that the withdrawal symptoms shouldn't last more than 2 weeks. I can deal with any symptom, but the stupid insomnia. It's killing me to stare at the ceiling each night and be exhausted next morning. If anyone finds it helpful, here is my withdrawal timeline: Day 1: 4 hours of sleep, headaches, chills, hot flashes, diahrrea. Day 2: 8 hours of sleep on benadryl, anxiety. Day 3: benadryl stopped working, 2 hours of sleep, diahrrea. Day 4: 7 hours of broken sleep, anxiety. Day 5: 7 hours of broken sleep, intense depression,   thoughts. Day 6: 7 hour of broken sleep , anxiety, headaches. Day 7: 3 hours of sleep, diahrrea. Day 8: 7 hrs of sleep, depression, anxiety, muscle pain. Day 9: 4 hours of sleep, diahrrea. Days 10, 11, 12, 13,14: 7 hrs of light broken sleep and I don't complain, headaches. Day 15: 4 hours of sleep, diahrrea, depression, muscle pain. Day 16: 7 hours of somewhat solid sleep, muscle pain. Day 17 ( today): 3 hours of sleep, diahrrea, depression, restless legs,  . Thank you for reading my long post. I will try to update it soon on how my recovery is going. 2 likes, 9 replies "
Quetiapine,https://patient.info/forums/discuss/vivid-dreams--31643,Vivid Dreams?,"I've been on Quetiapine for a year now and I'm on 250mg a day.. Ever since taking Quetiapine I've been having really vivid dreams almost every night. Does Anyone know why?  :oops: 0 likes, 8 replies "
Quetiapine,https://patient.info/forums/discuss/extreme-tiredness-on-25-mg-of-quetiapine-216508,Extreme tiredness on 25 mg of Quetiapine,"Hi, I really don't want to take Quetiapine as it makes me very very sleepy, but if I don't take it I can't sleep. Last night I tossed and turned for 2 hours and finally succumbed to taking it. This morning I feel rotten and sleepy. If I don't take it, I can't sleep. But if I take it, I am extremely tired in the day. Any suggestions, anyone, on what to do?  0 likes, 16 replies "
Quetiapine,https://patient.info/forums/discuss/quetiapine-vivid-dreams-headaches-and-bp-spikes-777061,"Quetiapine vivid dreams, headaches and bp spikes","Hi All, Three months ago i was prescribed to Quetiapine 25 then 50mg, tested both forms standard and slow release.  It was prescribed to me by my psychiatrist together with Sertraline from which I have withdrawn due to adverse side effects with hypertension crisis for which i was hospitalised. Continued with Quetiapine only and for around 6 weeks all works well, took the pill an hour before bed and slept 8-10hours non stop. Some of the side effects: tiredness,  , headaches, very vivid dreams. Slow release form only prolonged side effects and all day felt like a zombie. Switched to fast release which worked better, but a few weeks ago i have become easily irritated, aggregated, depressed and anxious once again, headaches are now all day, muscles are tense, walking stairs is difficult now (45years old). But my blood pressure spikes even through my bp medication are most scary for me, bp during spikes gets up to 180/125 it takes some time to calm down, worst thing about it is that my bp meds are unable to calm it, also my heart feels like it wants to jump from my chest, another issue is that in three months i gained 40pounds weight, cravings for sweets and junk food are difficult to control. I am scared mainly because of the bp spikes and returned   and panic attacks. Does anyone experienced same from quetiapine? Thanks. Rob 0 likes, 2 replies "
Quetiapine,https://patient.info/forums/discuss/quetiapine-and-restless-legs-296525,Quetiapine and restless legs,"I've recently been prescribed Quetiapine 150mgs and find about an hour after taking it I get terrible restless legs for a couple of hours.  I have started taking it earlier so I can get to sleep at a reasonable hour as I have to stay up until the 'twitchy' feeling in my legs has passed.  Lying in bed is unbearable.  Has anyone else had this side effect with Quetiapine and if so, did it pass?  I started on 25mgs doubling up each night until I reached 150mgs.  I have been on it for 7 nights now.  Any feedback would be appreciated.  Thanks in advance  3 likes, 25 replies "
Quetiapine,https://patient.info/forums/discuss/quetiapine-is-giving-me-fatty-liver-i-need-to-quit-taking-it-but-i-m-scared-to-673069,"Quetiapine is giving me Fatty liver, I need to quit taking it but I’m scared to","I was pretty healthy before taking Quetiapine, well, physically healthy. I was a mental wreck having panic attacks daily and Quetiapine has been my life saver for two years. I function again, and run my businesses almost as well as I did before. I’m having liver pains in my back and side, I had a scan done and they said I had fatty liver and t could be from the medication. (I’m only 38, and I don’t drink alcohol) This medicine also makes me hungry all the time, I’ve gained 20lbs on it. I really have to watch what I eat because I just ballon. I know I need to quit it, but I’m scared I’ll relapse and have panic attacks again and not get any sleep.(Quetiapine has been amazing for sleep, I would only get maybe 3 hours of sleep a night before, now I get 7-8) Has anyone tapered off this medication? Was it bad? Did you get onto anything else that helped and dosent cause fatty liver? I tried ssri’s before this and non helped. So I don’t want to try any of those.  0 likes, 6 replies "
Quetiapine,https://patient.info/forums/discuss/seroquel-and-bladder-issues-764372,seroquel and bladder issues,"ive been on seroquel for years now but i only started having bladder problems (frequent urination and leaking) since early march...not sure what else it could be besides seroquel. can it randomly cause you to start having bladder issues? 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/nausea-feeling-with-seroquel-718468,Nausea feeling with Seroquel,"Hi there, I was wondering if anyone feels nauseous on Seroquel. At 75 mgs it was fine. At 175 mgs I feel nauseous for hours. Can anyone advise me?  I use it for   and sleep. Thanks, Groo 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/quetiapine-exercise-hang-over--799837,Quetiapine exercise hang over?,"im wondering what other peoples experience  with exercise and taking quetiapine are. generally i take only 25mg max in the evening, sometimes less down to 12mg. ive noticed since being on quetiapine i get a lot more dehydrated after exercise, dark urine etc , i make sure i drink plenty during and after exercising too but it seems to always be the same result. and generally the day after my exercise which is generally running or swimming i have a bad exercise hangover and lower mood which i think is related to exercising whilst taking quetiapine? im thinking of switching meds, as exercising is supposed to be a positive experience but the only issues i have with changing to say aripriprazole is the fact quetiapine calms me in the evening and makes me feel sleepy so works as a sort of sleeping pill too. id be interested to hear what others may think 0 likes, 0 replies "
Quetiapine,https://patient.info/forums/discuss/seroquel-dreams-and-nightmares--775657,Seroquel dreams and nightmares. ,"I'm a navy veteran with ptsd and severe insomnia. it was a dream at first. it was the only medication that would get me to fall asleep. I take 900 mg at bedtime and within 30 minutes I turn into a zombie so I have a short window to get to bed because I've woken up in the craziest places you can imagine without k knowing how I got there. seroquel is prescribed by the VA for thousands of veterans who have sleep and ptsd issues. I also take buprenorphine for an old injury. however for some reason I wanted to get off the buprenorphine and when I did I would get severe restlessness. sometimes just my legs and even worse my whole body. is there another medication that I could take for the restlessness because it is the worst feeling in the world and when it starts it lasts for minimum 7 hours. the drug is over prescribed by the VA and it wasn't created for sleep. I don't understand why the drug companies make a drug that is specifically for ptsd and insomnia. I take 900 mg at bedtime and it works but the side effects can be catastrophic. I sometimes have to take an extra dose at bedtime 1200mg and as long as I take the buprenorphine I'm fine but once In a while I will get the restlessness feeling but that only happens maybe once every couple of months. some of the other side effects really scare me and I just don't know what to do because If I can't sleep I would go insane. 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/how-long-does-quetiapine-withdrawal-last--753608,How long does quetiapine withdrawal last? ,"Hi all, I was prescribed sertraline 100mg in January 2019.  I was still struggling a lot and the psychiatric consultant then prescribed quetiapine 50mg a day - 25mg in the morning and 25mg at night in September or October 2019 for 'agitation'. The main benefit I found was that it helped me sleep (which I really needed as my sleep was very erratic at the time and my experiene on   prior to that was very bad.) I also felt  like l dissociated less. Since being prescribed these two drugs,   I am not saying that the medication was completely responsible, as I had problems with binge eating and restricting before that time but I had always kept my weight in check despite that. I had to wonder did the increase in appetite, from the quetiapine in particular, I suspect, exacerbate my binge eating habit. Also, the timing of the   since being put on the medication, makes me think it couldn't have simply coincidence to have the weight gain start so soon after going on these drugs, as it is a listed side effect of both. Anyways, I got sick and tired of the weight gain. My weight was just increasing and increasing and I found I was sleeping for 12-13 hours, one time even 16 hours in one stretch if I remember correctly, as well as sometimes napping for a couple of hours during the day. I came off my sertraline starting in September, in consultation with my psychiatrist. He didn't think it was the best time for me but I told him, 'If you don't tell me how to wean off, I'm going to wean off myself'. My suicidal ideation and planning reached its worst but I also had other things going on at that time, so I am not absolutely certain it was as a result of coming off the sertraline. Since then, I started Dialectical Behaviour Therapy . My suicidal ideation has reduced to being nearly completely absent, my negative emotions have decreased and I have found more joy, overall. All this, until after Christmas. . . **At my last psychiatry appointment on the 14th December, I asked to come off the quetiapine. The psychiatrist once again seemed reluctant but I explained how much I was over-sleeping, so he said I could try two days off the morning dose and see how I felt and if I felt OK to continue. So I did. We had agreed I would wait to talk about stopping the night-time dose at my next appointment on March 15th. I guess I just got sick of waiting and having felt absolutely fine after dropping down to just the night-time dose, I thought it would be fine to stop taking the night-time dose as well. ** **I had skipped a couple of doses the week before last and noticed some tearfulness and thought nothing of it. Then I stopped taking it properly and continuously on Sunday 10th - so I have been 6 nights off it. I have noticed I have felt quite low and I am very tearful. 2 things came up this were difficult but I still feel like I am unusually tearful, even though those things are going on. Once I start to talk to anyone on the phone, I start blubbering. My motivation has decreased. I have also been having gas, nausea,   and some dizziness at times. It is quite unpleasant. I am particularly concerned about the tearfulness/feeling low because I don't want that to be permanent or lasting effect. I don't want to spiral downwards again because I was doing quite well. I am also feeling a bit isolated and worried because I did this despite the psychiatrist's advice to take it slower and discuss again at the next appointment . . .  I am questioning whether I should continue on ceasing to take this, or whether I should consider going back to the night-time dose.  ** Has anyone else gone through similar side effects? How did you wean off? And if you did experience similar withdrawal symptoms, how long did it last please? I thought it was such a low dose that it wouldn't affect me but it looks like I guessed wrong. I seem to have quite bad experiences in general coming off these types of medications from past experience. 😢 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/drastic-weight-gain-in-stomach-only-after-only-two-weeks-of-taking-50mg-587222,Drastic weight gain in stomach only after only two weeks of taking 50mg,"I am a small person. I am 5'4 and typically around 115 pounds.  My doctor perscribed 50 mg, which I took for a week (to augment sertraline).  I felt great and mentally healthy for the first time in a while (placebo maybe...not sure when it actually takes effect but we readjusted other meds which could perhaps me the reason). In short at about day three of taking my 50 mg I was getting dressed and noticed a huge bulge in my abdominal area.  I chalked it up to menstruation.  However at  day five, my assistant at work (who I am very close with) asked if I was expecting. I looked down and realized I legit looked pregnant.  I thought perhaps it was an initial side effect that would go away so I took it for two more days and at that point I looked ready to go into labor. I immediately called my doctor, who told me to stop taking the medicince and tha it had not been long enough that a taper would be needed. It has now been two months and although my stomache has gone down somewhat it is still disproportionate to my body.  I have been wearing baggy shirts because my mid section does not match my arms and legs. I eat very well and exercise regular and typically have a very flat stomache.  I competed in college gymnastics.  I did not change diet or exercise when taking the medication. I just need some advice on how to make my stomache look normal again, the way it did the week before the quetiapine.  It's harming my self esteem and sex life and casuing obsessive thoughts of it never going away.  Again, advice or peaceof mind would be very very much appreciated. 0 likes, 6 replies "
Substance Misuse,https://patient.info/forums/discuss/drug-use-717608,Drug use,"hi, I wanted to ask because Ive been clean for 2 and a half months and about to have day two of the assessment centre (police force) in january and im worried about a possible hair test (i know how it works). Ive used cocaine recreationally at a party which i regret but its been a long time. Ive cut my hair short and by the time the test comes ill be around 3 and a half months clean. Any advice?  Im not addicted to any kind of drug, peer pressure got to me 0 likes, 1 reply "
Substance Misuse,https://patient.info/forums/discuss/cocaine-addiction-and-what-it-can-do-to-your-health-706196,Cocaine addiction and what it can do to your health,"I'm 42, been a cocaine user for 15 years, daily, it has destroyed me,  my nose has collapsed, i have not much left in the sinus cavity, and i have a hole in my soft palate in my mouth where it has burnt throu the back of my nose, my speech is very bad, drink and everything I eat comes out my nose and now got to stage I no longer eat, pointless, and constant fight with infections, this is all because cocaine, I've seen surgeon after surgeon, and no one knew what to do as very complex, I'm now under 2 specality  hospitals and tomr I will be doing my hospital bag as Tuesday looks like I will be going  in,  its caused cocaine vasculitis aswell and its affecting my heart,  i ca t even nake walking to the local shop 5 mins away, before u do that line, just think of the damage it can do to you, it isnt worth it,  it's the crap they mix in it to make more money, its that what does the damage, everything I eat comes out my nose because it has BURNT throu the back of my nose into the roof of my mouth and has made a hole of a 5p piece, think before u do 0 likes, 2 replies "
Quetiapine,https://patient.info/forums/discuss/initial-quetiapine-side-effects-797166,Initial quetiapine side effects,"Hi peeps Im looking for some advice if there is anybody out there re. quetiapine side effects when first starting them.  im using it for   and  . Im on day 11 and i have the following symptoms:- Some increased anxiety/panic. I wake up with a jolt each morning after about 6-7 hours sleep and need to get out of bed stright away. Warm and cold waves. Mood dropping. Has anyone else had similar and at what point do the symptoms settle? Thanks 0 likes, 1 reply "
Substance Misuse,https://patient.info/forums/discuss/here-i-am-again--695990,Here i am again!!,"Hi everyone, im new to this site and just want to say the help is out there!! I am currently on 4mg of BUPRONORPHINE  i have been on this for almost 5 months after severe addiction to codeine!! the nightmare of addiction is the constant fear of running out of tablets the onset of withdrawls, tje shame & guilt and the stress trying to pretend u are ""normal"" but it is life changing if u have a good gp like i do!! I went to my gp who was prescribing me 8 dihydracodeine for my addiction until i got to a place called LAADS they are amazing the only nightmare is i had to be in withdrawel before starting this medication BUPRONORPHINE i saw a nurse and addiction Doctor who explained everything to me i was told to take no more codeine that day and my appointment was for the following morning!! so after an uncomfertable night with withdrawls kicking in i dragged myself to my appointment the next morning, i was so scared and very anxious not to mention ill with withdrawls BUT!!! i started on the meds and never looked back!! it worked within minutes and im off opiates nearly 6 months!! anyone can do it i promise its so worth it! i have my life back and i can tell u not having to panic every day about getting the codeine tablets is only 1 of the best feelings. Please feel free to ask any questions as i am only too happy to help if i can x 0 likes, 16 replies "
Substance Misuse,https://patient.info/forums/discuss/naltrexone-from-uk-gp--722093,Naltrexone from UK GP ?,"Hi So I am a recovering prescription opiate addict who has been clean for quite a while now. Recently I have started to develop excruciating cravings for opiates and over the past few weeks it is getting more and more intense. I have had CBT and counselling but it just does not take the cravings away.  Speaking to another ex-addict they state that Naltrexone helped them massively and I should try it out. Does anyone know if my GP can prescribe me this if I explain to them ? I nearly relapsed yesterday the cravings were that bad and I want to nip it in the bud before I actually do. I have been discharged from CGL so if I were to go back to them I woul dbe waiting weeks again. Cheers Trent 0 likes, 5 replies "
Substance Misuse,https://patient.info/forums/discuss/starting-espranor-buprenorhine-treatment-726455,Starting Espranor (Buprenorhine) treatment,"Hi All I've posted on here before about my ongoing struggle with Prescription Opiate addiction. I have quit and relapsed so many times I've lost count.   I am currently abusing Codeine, Dihydrocodeine and Tramadol and its getting worse and worse.  I've also been hiding it from my wife again, which I don't know why I do as she can tell I am using and I lie to her face and say ""No i am not"". So it all came to head a few weeks back and she says ""you need help"", so I went back to CGL and registered with them.  This time it was much quicker and I have just seen their Doctor who has put me on an Espranor(Buprenorphine) treatment plan which I will start on Friday morning. I am to stop taking opiates tomorrow so i go at least 24hrs into withdrawals so I don't go into precipitated withdrawal, which is unbelievably nasty so I've read. Not looking forward to the experiencing withdrawals but I think there is now some light at the end of tunnel for this, finally. I have tried all sorts to stop using but nothing seemed to work and I would just relapse, so this is really the last option I think apart from going into rehab for 28 days which I can not afford. (its like £10k !!!). At first the Doctor wasn't sure if buprenorphine would be suited for me but by the time I'd explained everything I do he changed his mind and agreed it was the best option. So I start on 4mg daily and see how it goes, if thats not enough then he will up it to 8mg Daily. When I left the appt I felt a wave of relief, that something had changed and I dont have to drive around 10 pharmacies a day buying pills and cough linctus.  I allso buy them online which costs a fortune and you never know what your getting.... So I'm hoping that this will the start of a new page for me and my family and that we can start rebuilding what I have destroyed over the past 7 years. Trent 0 likes, 0 replies "
Substance Misuse,https://patient.info/forums/discuss/17-years-herion-and-methadone-free-but-719287,17 years  herion  and methadone free but ,"hi I'm from here but I've never noticed this subject but I thought I'd put my two pennies in . I last used heroin July 2002 so it's been 17 years .I can honestly say I've never once wanted to use heroin in that 17 plus years . I'm on subutex still it's a long time but subutex feels like being normal as a non opiate addict so I've used subutex very easily unlike my methadone  script back 20 years ago .( I hate methadone) my dose of subutex has gone up and down over the years I'm reducing again but I'm going down 0.4mg monthly I've halved my dose . just wondering how everyone else has found subutex? 0 likes, 12 replies "
Substance Misuse,https://patient.info/forums/discuss/day-5-off-20-dhydrocodein-help-710455,Day 5 off 20 dhydrocodein help,"after a year of 20 dhydrocodein I went cold turkey it was is hell it's day 5 and have zero energy anyone know how to get your energy back and not feel like a lifeless slug which often causes me to relapse.This time I can't due to nearly rupturing my bowel so please anyone can you help . 0 likes, 16 replies "
Substance Misuse,https://patient.info/forums/discuss/health-anxiety-and-recreational-user-729353,Health anxiety and recreational user ,"hi all , i joined here years ago and used to post about my health anxious questions . after two kids i became a hypochondriac but pre kids i used to party on weekends , i always hated speed but have consumed heaps of mdma be it through caps , pills or powder and in recent years ive dabbled in cocaine . im 33 now yet still take every so often at an event with old friends . i am so thankful for my kids because i am so easily led and seem to say yes to a bathroom visit with friends  whenever i have a drink in me . this year i have taken drugs about 3 times and its only february . i hated myself last time and cried here for days worrying i would catch something from sharing a  coke straw . i had 4 lines on the weekend at my hens night  and didnt share with anyone but for some reason im still concerned i will catch something , i took three small dips directly u my nose from my finger tip and one larger line with my own dollar bill  yet here i am worried about germs and disease . when will i grow up?  ! why am i so easily led holding on to my youth and why dont i ever learn this leason ? is this an addiction although it can sometimes be less than 5 time a year . -any advice from anyone the same ? i dont feel like its  addiction but since 18 years of age ive probably had three years at most without having  drug free year 😕 0 likes, 0 replies "
Substance Misuse,https://patient.info/forums/discuss/school-project-732189,School project,"Dear people of patient I am a senior at the Career and Technical Education Center in Frisco, TX.  I am currently enrolled in the capstone Engineering Design & Development course that focuses on preparing students like myself to excel in math, science, and engineering careers.  As part of my graduation plan I am required to find, justify, design and test a uniquely individual research project.  This project, when complete, will be presented to the faculty and peers of my school in addition to industry professionals in the spring of this school year.  My project is entitled CTEC presentation.  The primary purpose is to create a new product that innovates on previous designs or create a new design to be put in the market. Our product is based on helping those who take prescribed medication. It will help remind those who forget when to take medications, and to provide a deterrent for those who would misuse prescription medication. Our project requires survey results and it  would be great if you could get as many people to complete the survey, it won't take much time (5-10 min). If you are able to help me with my project I can be contacted at this email address, Jesse.perez.156@k12.friscoisd.org. Sincerely, Jesse Perez 0 likes, 0 replies "
Substance Misuse,https://patient.info/forums/discuss/have-assessment-for-treatment-in-7-days-will-zimovaine-be-out-of-my-urine-sample-by-then--730686,"Have assessment for treatment in 7 days, will zimovaine be out of my urine sample by then.","Yeah so I have assessment for a treatment centre in 7 days I took my last 7.5mg tablet lastnight.. Do you think the drug will be out of my urine sample in 7 days? I've been taken them on and off the last 3 months 0 likes, 0 replies "
Substance Misuse,https://patient.info/forums/discuss/cough-medicine-739357,Cough medicine ,"hi, been having really bad anxiety. if i have a little tickle i will take some   meds. only say a sip not even a spoon. i havent been through a bottle dont get me wrong just below half. how much would damage? im scared its going to become a addiction, as its like a habbit. i know im not doing bottles or would it be that for damage? 0 likes, 0 replies "
