disease,postLink,postHeading,postContent
Covid,https://www.medhelp.org/posts/COVID19/Post-Covid-Breathing-issues/show/3069015,Post-Covid Breathing issues,"I was infected with covid in aug. 2020 and then again in dec 2021.  The first time I had covid, symptoms were very mild, brief sinus headache and congestion but also had mild difficulty taking deep breaths, it was a tightness in the chest.  All my symptoms were gone in a few days except for the chest tightness and that weird issue where sometimes taking a deep breath was hard.  It got better over the next year or so but recurred on occasion (maybe once a week or so for a few hours). When I got covid in Dec 2021, I had no symptoms except my chest again felt a little tight and the breathing issue became more frequent, every day. Mind you its not a major issue, but I am concerned about permanently damaging my lungs. The question I have is, would it be ok to go back to my normal workout routine (Crossfit, i.e. high intensity aerobic workouts) or will I possibly wreck my lungs? How long should i wait?  Anyone else had this issue? The strange thing is my symptoms were SO mild but my chest is still experiencing tightness 1 month later (after my 2nd infection). Welcome any comments from those who may had a similar experience. For background, I am a 29 yr old male, in great health and in excellent physical condition, I work out 5x or more per week at a crossfit gym."
Covid,https://www.medhelp.org/posts/COVID19/Reaction-to-first-Pfizer-vaccine/show/3067230,Reaction to first Pfizer vaccine,"just have a question, I took the Pfizer 15th September, I ended up in emergency ward with chest pain and so on, I had abnormality on the ecg which needed monitoring. I was released with follow up with cardiologist, however exactly on the 2 week of the vaccine I developed some sort of skin rash, started a few red spots on my thigh which went on to be a full blown spots everywhere, thighs lower legs, never seen anything like it, it looks like Petechiae, doesn’t change colour under the glass, I went to the emergency agin they said it’s from shaving after I specifically told the Moron I didn’t  shave. I went to two gp, non knew what it was only that my blood work is good. I called adverse reaction line they said yes it probably is from vaccine. Has anyone had anything like this happen to them? If so how long did it take to go? I have taken antihistamine but nothing is helping it. I really don’t want the second dose since I have had such a hard time with the first. I’m also right now scared of what other side effects the vaccine can bring on, last night I had pin and needles in my hand and forearm , I don’t know if that’s just from my sleeping position."
Covid,https://www.medhelp.org/posts/COVID19/feeling-fatigue-throat-sore-and-fever-for-3-weeks/show/3072412,"feeling fatigue, throat sore, and fever for 3 weeks",Yeah i got those for 3 weeks now. I have done covid tests everyday(home tests) and it says negative. I went to doctor 3weeks ago and he said it was bronchitis and gave me antibiotics and took 4 days of from work. But now i feel even worser this weekend. Any clue what it is?
Covid,https://www.medhelp.org/posts/COVID19/Constant-tickly-throat-and-want-to-clear-my-throat-and-cant-sleep/show/3072116,Constant tickly throat and want to clear my throat and can't sleep,"I cought Covid, my mom got it the symptoms first, yesterday now today I have it, been unable to sleep, my mind keeps rushing around, unable to sleep, feeling anxious, plus I have this tickly throat and the feeling of wanting to clear my throat all the time, I get choking coughs sometimes. Sometimes I feel my heart racing, and the feeling of just not wanting to sleep. It feels like a cold. What can I do to relieve this? I tried Strepsils lozenges, honey and ginger tea, they're only temporary and come back as soon as I finish."
Covid,https://www.medhelp.org/posts/COVID19/Do-feet-need-to-be-washed-sanitized-the-way-hands-do/show/3064702,Do feet need to be washed/sanitized the way hands do?,"Ok, so I've been dealing with an ongoing argument here at home, When stepping outside (sandals or shoes) and then coming back indoors, do feet need to be washed/sanitized the way hands do? Is there any evidence the virus survives in open areas like an apartment building?"
Covid,https://www.medhelp.org/posts/COVID19/Smell-and-covid/show/3072280,Smell and covid,Does covid have a long lasting impact on your smell?
Covid,https://www.medhelp.org/posts/COVID19/Does-vaccine-cause-ED/show/3067655,Does vaccine cause ED,"Hey, I took my second dose of covid 19 vaccine July and then few days after, had erectile dysfunction while trying to make out, though had a stressful day at work a night prior to the intercourse. Currently been anxious and worried over the sudden ED and conditions declining at each failed intercourse, though most times of the months back I get erect but atimes I have problems with erection, already having performance anxiety from that. Could it be am already suffering from performance anxiety or could it be the adverse effect of the vaccine? Which I strongly believe it is not"
Covid,https://www.medhelp.org/posts/COVID19/Long-covid-question/show/3073559,Long covid question,"Hello, I have been looking for answers for a long time. I had Covid last November. During the time I had it (12-14 days) I had shortness of breath, muscle aches all over, and loss of taste and smell. I’m sure I’m missing a few things! Ever since, I got pain in my neck, back, legs severely and genital pain. In April I began to have stinging pain, which eventually covered my whole body. Now I have full blown peripheral neuropathy all over. Very bad pain in my legs and tailbone area, blurred vision, and my body vibrates uncontrollably. I’m 27 and was a bodybuilder until this started happening. I’ve had every single test done that doctors could think of. Every blood test, mri, xrays, cat scans, ct scans, emgs etc. they’re finding nothing. Has anyone had these symptoms? They can’t diagnose me. If anyone knows anything I would greatly appreciate it."
Covid,https://www.medhelp.org/posts/COVID19/Chest-Xray/show/3070580,Chest Xray,"im 21 y/o male, been having kind of difficulty breathing for 2 months now, feels difficult to take full deep breaths through the mouth sometimes. i did an xray about a month ago, the doctor prescribed me a BUDESONIDE inhaler, but i havent been noticing any improvements. I suspect some kind of inflammation, but the doctor denied it, so hope an expert and take a look and help me! pictures : https://imgur.com/a/ixaGmND"
Covid,https://www.medhelp.org/posts/COVID19/Long-covid-how-are-you-all-doing/show/3071528,Long covid - how are you all doing?,"So I had covid in Dec., with symptoms for about 10 days. Since then, I've had shortness of breath - I have good days and bad days with that. Some days, I can barely walk to the mailbox, others are much better. Fatigue is terrible, but insomnia is worse. I have some digestive stuff, but I had that before, so I don't know if that's connected. Doctors know nothing. How is everyone else? How are you managing symptoms? Just coping with daily stuff?"
Covid,https://www.medhelp.org/posts/COVID19/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127,Digestive issues/diarrhea due to Coronavirus,"So it seems like one of the early symptoms of Coronavirus is digestive issues, mainly diarrhea, as per a few articles that came out today: https://www.cbsnews.com/news/coronavirus-digestive-symptoms-diarrhea-almost-half-of-patients/ I wanted to share this because about a month ago, I started to experience daily digestive issues and the main symptom was diarrhea. At first I thought it was something I ate, then I thought it was my medication no working due (I am a chronic hepatitis B patient) because when I was dealing with that virus when it became active, it was similar symptoms. Lack of appetite, odd fatigue & weird sleep patterns, weight loss and muscle wasting, diarrhea, etc. Anyway, I was going on for a month like this and that is how I felt, that some virus was attacking my system. It eventually slowed down to almost nothing today and this past week, and everything is sort of going back to normal (I do have a cough that has been around for a week, and a stuffed up nose, but these too are subsiding). Anyway, I wanted to share this because all tests I took, nothing was able to be found with me. And it seems like this may be what I had... though doctor refused to give me a test because I was not presenting with chills & fever. I wanted to make everyone aware as it seems like the common symptoms are not the only ones. I'm planning to make a full recover at this time, within the next week."
Covid,https://www.medhelp.org/posts/COVID19/help-with-long-covid/show/3072284,help with long covid?,"I am 10 weeks post covid now with some breathing difficulties ( not sure of cause yet) seeing an ENT specialist and diagnosed rhinitus so far( inflammed nose-narrowed nasal passageways ) waiting for ct scan results for sinuses . Symptoms now are congested nose ,some headaches, runny nose after food/exercise (runny nose and post nasal drip have lessened due to nasal spray - dymista) some difficulty breathing on waking ,going to bed and occasionally on exercise. Fully fit and healthy before covid -no breathing probelms ever .Any suggestions as I am really worreid about my breathing ! I have tried resting more at times and sleeping sitting more upright, eating slowly to avoid breathlessness and nothing seems to stop these symptoms which vary a lot from hour to hour and day to day.I expected to recover from covid easily as I have never had any health problems at all in 51 years ( 3 covid vaccinations) no medical history of any other conditions and fit and healthy working out 6-7 days a week for the last 17.5 years working in the fitness industry.I presume my symptoms are linked to covid as I did not experience them before this.I need a  lot of help to get me through this - I do not want to be dismisse das just another case of rhinitus and left to suffer with a nasal spry when there is so much more involved in this .Any help /advice from personal /medical experience welcome thnak you!"
Covid,https://www.medhelp.org/posts/COVID19/Is-it-possible-to-get-covid-twice-within-3-weeks/show/3071534,Is it possible to get covid twice within 3 weeks,"I tested positive roughly 3 weeks ago, then tested negative a week later, but after another week I tested positive once again. Is this possible or have I had covid for 3 weeks?"
Covid,https://www.medhelp.org/posts/COVID19/Covid-experience-and-anxiety/show/3073887,Covid experience and anxiety,"Hi everyone, I tested positive for Covid on Monday of this week having exhibited symptoms on Sunday but I was not testing positive until the following day. My wife and her sisters went on a vacation to Florida and brought it up with back with them.  I had a sore throat Sunday and Monday and that was about it. I did try paxlovid on Monday night and had to DC Tuesday am due to a horrible, horrible stomach ache and nausea. I also found out that it was contraindicated for many medications including one I was taking (doctor didn’t mention and had to contact about what to do) I was wondering a couple things. Is this usually how it goes for those who have it mild or does it progress further at this point and does anyone here deal with any anxiety and did this make your covid experience worse for you? It has not helped mine at all lol. Thank you for any and all answers. As a side note I am vaccinated and boosted x1 as it we want until recently they made a second booster available for my age group."
Covid,https://www.medhelp.org/posts/COVID19/Early-stage-of-COVID-19/show/3073991,Early stage of COVID 19,Early stage of COVID 19
Covid,https://www.medhelp.org/posts/COVID19/How-do-I-get-tested-for-COVID-at-medhelp/show/3071080,How do I get tested for COVID at medhelp,Help me I’m on the site and can’t find information where you sign up to test
Covid,https://www.medhelp.org/posts/COVID19/Post-Covid-Symptoms-How-long-do-they-last/show/3069219,Post Covid Symptoms - How long do they last?,"hello. I wish everyone good health. I had fever (103) on 23 and 25 January. I got tested and came to know that I am positive. I had flu symptoms, headache, dizziness. After two days, fever went back to normal. I got tested on 1 Feb and result came back as negative. My flu symptoms are still there and dizziness is at its peak, along with cold hands. Why my flu is still there? I am an anxiety patient and been to emergency multiple times in the past due to cardiac anxiety. Please tell me about your post covid symptoms. Thank you in advance"
Covid,https://www.medhelp.org/posts/COVID19/For-people-who-suffer-from-long-covid-how-does-the-recovery-process-go/show/3073400,"For people who suffer from long covid, how does the recovery process go?","What drugs are they issued, do they just sort of have to wait it out, are there always symptoms or can they be asymptomatic but infectious for a long time?"
Covid,https://www.medhelp.org/posts/COVID19/Im22mworried-because-im-getting-more-often-sick-this-year-than-usually/show/3072353,Im(22m)worried because im getting more often sick this year than usually.,could it be after effects of covid19? i got covid early this tyear
Covid,https://www.medhelp.org/posts/COVID19/After-covid-loss-of-taste-and-smell-in-cold/show/3072538,"After covid, loss of taste and smell in cold",Covid test is negative - how long does loss of smell come back when you suffering from a cold - any tips to get back your taste buds back sooner - .. any experiences please share
Covid,https://www.medhelp.org/posts/COVID19/Can-you-get-Covid-by-talking-to-a-Covid-positive-person-without-a-mask/show/3071318,Can you get Covid by talking to a Covid-positive person without a mask?,"My mother talked to a Covid-positive person without a mask. She said that it is fine because she is fully vaccinated. She won't catch it or it won't lead to serious illness. However, I have acute asthma and don't wish to catch it.  I might develop serious illness despite being fully vaccinated. I am starting my job and don't wish to miss my first day of work."
Covid,https://www.medhelp.org/posts/COVID19/Potential-long-Covid-treatment/show/3072316,Potential long Covid treatment,"Patients with long-term COVID-19 symptoms who are exposed to hyperbaric (high-pressure oxygen) therapy (HBOT) intensive show a significant improvement in cognitive, neurological and psychiatric functions."
Covid,https://www.medhelp.org/posts/COVID19/post-covid-symptoms/show/3071544,post covid symptoms,"I tested positive for covid 19 5 weeks ago and negative test about 3 weeks ago however I am still experiencing post covid symptoms of nasal congestion, runny nose ,sore throat and tiredness. I have been prescribed amoxycillin antibiotics for a suspected bacterial infection however after 1.5 courses of this no improvement in symptoms. Please could someone advise me of what to do next and what treatments could be available for the post nasal drip which seems to be causing all these issues thank you"
Covid,https://www.medhelp.org/posts/COVID19/Long-Covid-anxiety-and-nervous-system-issues/show/3072688,Long Covid anxiety and nervous system issues.,"I had a mild Covid infection in late Feb 2022. On day 5 I developed horrible psychosis, depression, physical and mental anxiety, burning sensation on the top of my head and heart and twitching muscles. It’s been 6 months now and symptoms have improved. I feel maybe 85-90% most days and the psychosis and depression is gone THANK GOD but I randomly get the burning sensation on my scalp that is always accompanied by a physical anxiety feeling in my core. Has anyone dealt with these symptoms post Covid? I’ve tried supplements for neurotransmitters, Omega 3s, Hyperbaric Oxygen, Acupuncture, CBD, Kava, GABA, l-theanine and St. John’s wort and breathing techniques. Hyperbaric oxygen was the most helpful but it’s inconvenient to do regularly. Would love to know if anyone has had success treating these symptoms with any other methods."
Covid,https://www.medhelp.org/posts/COVID19/Is-Covid-a-death-sentence/show/3074581,Is Covid a death sentence?,"I had a stent inserted into my 90-percent blocked LAD in 2012 then, five years later, a had chest pain followed by a triple bypass. Ever since Covid reared its ugly head, I have been terrified about getting it based on heart disease being the number one risk factor for bad outcomes. Am I justified? Has anyone with heart disease had Covid, and what was the experience like?"
Covid,https://www.medhelp.org/posts/COVID19/Covid-19-cough/show/3071884,Covid 19 cough,Ok guys I’m on day 4 of Covid last two days I ave developed this relentless  Dry cough how much more before it Easies off a little ??
Covid,https://www.medhelp.org/posts/COVID19/Can-Liquid-Breathing-help/show/3055036,"Can ""Liquid Breathing"" help?","From the limited news I have heard about the worst-case Coronavirus symptoms, the lungs seem to fill with fluid making the ventilators not work effectively enough. Why not avoid aggravating the lungs by ""working with"" the symptoms by filling the lungs with high-Oxygen liquid? I had heard that Liquid Breathing is used in neonatal using PFOs. Otherwise, can we look at supersaturating water (or another common liquid) with Oxygen like we use in Agriculture (CO2Gro or Moleaer)? What am I missing, other than actual medical knowledge (a large gap in itself) with this as an option?"
Covid,https://www.medhelp.org/posts/COVID19/New-coronovirus-strain-in-the-US/show/3077921,New coronovirus strain in the US,"Have you already heard about the new coronovirus strain in the US? How do you think, why are you worried about such a pandemic, like in 2020-2021? I hope that there will be no more such a wide spread of the virus, as before"
Covid,https://www.medhelp.org/posts/COVID19/Need-help-whether-to-do-a-Tracheotomy-for-an-ICU-Covid-19-patient/show/3074882,Need help!! whether to do a Tracheotomy for an ICU Covid-19 patient.,"My grandpa was already in ICU for a week,80 years old, double lung infection and some pulmonary fibrosis, assisted by Ventilator. Although other medical indicators get a little bit better, his doctor recommends doing a Tracheotomy. This is a very hard choice for families, and because China just released the Covid-19 restriction, we do not have any experience in treating Covid-19 patients, even the doctor does.  I really need help to know whether the Tracheotomy is a good choice. Truly thankful anyone helps. Need help!! whether to do a Tracheotomy for an ICU Covid-19 patient."
Covid,https://www.medhelp.org/posts/COVID19/After-Covid-19-I-Feel-Like-a-Depressed-Brain/show/3074281,"After Covid-19, I Feel Like a Depressed Brain","I work in the Internet industry in the UK. I suffered from depression three years ago. I was basically cured before I was infected with the new crown in November 2021. I have stopped using antidepressants. But after being infected with the new crown, the depression relapsed again. The doctor judged that it was one of the symptoms of the new crown, brain fog, which continued. After getting the new crown, I felt that I was ""brain-dead"", I didn't want to do anything, and I felt extremely anxious. It started with cold-like symptoms, headache, cough, fever, and loss of taste and smell. Chest tightness, shortness of breath, fatigue, insomnia, loss of appetite, forgetfulness, difficulty concentrating, unresponsiveness, and anxiety also occur. The whole situation is not good. I lost four kilograms in weight. All four members of my family were infected with the new crown, one after another. I couldn’t live a normal life for about a month. Apart from feeling tired all the time, the two children recovered relatively quickly, but daily life such as food and clothing needed to be taken care of, and I felt that life was fragmented and messed up, and I couldn't cope at all. I remember that I had a cough for three weeks, was bedridden for a month, and then took a long sick leave for more than three months. I simply can't afford to get out of bed to cook, the kids eat takeout every day and they have mouth sores for a long time. Fortunately, there are friends who help and often send us home-made delicacies. At that time, volunteers from the community also sent me antidepressants to my home to ensure that I could take them in time. My family doctor advised me to ask a counselor again. The biggest push for me was a few home visits by the social worker in charge of child welfare. The well-intentioned help made me extremely anxious and insomnia. I felt that I was an incompetent mother who couldn't even do the most basic things to take care of my children. Does the new crown make me a useless person! This is unacceptable to me. The regular doctor's consultation and the kind greetings from the leaders of the unit also made me feel like a burden, and I didn't want to be sick all the time. This day-to-day burnout and bedriddenness made me feel worthless. For a long time, I thought I had Alzheimer's. I can't remember anything, and I look for things every day. What the doctor said has to be asked several times over and over again to understand. Sometimes after calling in the morning to confirm, call again in the afternoon and ask again. Later, when I was browsing the web, I noticed in longcovidcarecenter that my symptoms may belong to post covid brain fog, and I checked many papers here to confirm my guess. Sometimes I don't know if I have taken medicine or not. Going into the kitchen, I forgot what I was going to do. Looking at the pills with a glass of water, I asked myself if I just took the medicine or didn’t take it? Because of the confusion caused by many small things, I deeply doubted my ability to handle things. She feels that she must first learn to forgive herself and accept herself who is often tired and forgetful. Family doctors and psychologists believe that the new crown and its chain effects have become an inducement for the recurrence of depression, and the dose of antidepressants needs to be increased. It has been five months since the dose was increased, and the effect is obvious. She is recovering, but she still has symptoms of anxiety and fatigue, and her physical strength has not yet fully recovered. Now I want to start with doing one small thing every day, to be happier and stay optimistic. Doctors hope to gradually taper off the antidepressants over the course of a year."
Covid,https://www.medhelp.org/posts/COVID19/Who-is-getting-the-latest-booster-when-its-available/show/3078248,Who is getting the latest booster when it's available?,I get my flu shot every year. I've gotten all the covid boosters. Was on the fence with this latest one. Thoughts? Who is getting the boost? What are your concerns if you aren't?
Covid,https://www.medhelp.org/posts/COVID19/Post-Covid-Symptoms/show/3075389,Post Covid Symptoms,"I'm a month removed from Covid. It started with an emergency room visit, They found blood and protein in my urine as I went in because I couldn't pee.One day later I developed upper respiratory Covid symptoms. Coincidence? Antibiotics cleared  up the infection as I retested two weeks later and all was clear. However I'm  now having to urinate constantly. I have test strips and no problems are showing up. Also my left flank hurts. Other than that I feel like I've recovered although I feel some dizziness here and there and brain fog.  I am a 68 year old male who was in great health before this infection got me. I had gotten 3 vaccine shots about a year ago but never bothered to get anymore. Has anyone any ideas what is going on with my urinating?"
Covid,https://www.medhelp.org/posts/COVID19/A-question-about-symptoms-of-Covid-and-or-the-vaccine/show/3078275,"A question about symptoms of Covid, and /or the vaccine","Yesterday I visted my grandmother at a nursing home, and knowing about the risk of catching Covid at a place like that I decided to get the latest Covid booster shot at my local drug store before going to see her. The place on my arm where i received the shot aches a bit, and i'm feeling a little bit of flu-like feelings, but the symptom i'm concerned about is a build up of snot in my nose, when i blow it out it's very dark, almost black colored, and laced with blood, is this something to be concerned about?"
Covid,https://www.medhelp.org/posts/COVID19/Does-it-matter-where-you-get-the-latest-covid-vaccine-booster-shot/show/3078254,Does it matter *where* you get the latest covid vaccine booster shot?,"I ask because in my area there's three different places offering them, (1) a Wallgreens drugstore (2) my doctor's office and (3) the county health clinic. Is any of them a better or worse, or effective, or safer place to get the new booster than the others?"
Covid,https://www.medhelp.org/posts/COVID19/Can-I-have-COVID-symptoms-even-if-my-results-are-negative/show/3075238,Can I have COVID symptoms even if my results are negative?.,"Last year first week of December i started having chest & back pains, burning nose and a tension headache...I got sinus medication but it did not help much. I eventually got to take a lab COVID test (it was a mouth swab) towards december month end and the results came back negative. today January 21. its been a month and I am still having a persistant tension headache which does not respond to pain medication, and i still have burning sensation in my nose plus chest and back pains. my doctor gave me more pain medication and GERD medication."
Covid,https://www.medhelp.org/posts/COVID19/anti-vax-doctor-in-kansas-city/show/3074774,anti vax doctor in kansas city,anti vax doctors in the kansas city regtion
Covid,https://www.medhelp.org/posts/COVID19/Is-the-Covid-booster-free-this-time-around/show/3078389,Is the Covid booster free this time around?,It's always been free of charge in the US. I haven't heard yet if it will be administered free of charge as it has previously.
Covid,https://www.medhelp.org/posts/COVID19/Long-COVID-Now-Looks-like-a-Neurological-Disease/show/3075656,Long COVID Now Looks like a Neurological Disease?,"https://www.scientificamerican.com/article/long-covid-now-looks-like-a-neurological-disease-helping-doctors-to-focus-treatments/?utm_source=pocket-newtab As of February 2022, the syndrome was estimated to affect about 16 million adults in the U.S. and had forced between two million and four million Americans out of the workforce, many of whom have yet to return. Long COVID often arises in otherwise healthy young people, and it can follow even a mild initial infection. A meta-analysis of 41 studies conducted in 2021 concluded that worldwide, 43 percent of people infected with SARS-CoV-2 may develop long COVID, with about 30 percent—translating to approximately 30 million people—affected in the U.S. Some studies have offered more conservative numbers. A June 2022 survey reported by the U.S. National Center for Health Statistics found that among adults who had had COVID, one in five was experiencing long COVID three months later; the U.K. Office for National Statistics put the estimate at one in 10. Even if only a small share of infections result in long COVID, experts say, they will add up to millions more people affected—and potentially disabled."
Covid,https://www.medhelp.org/posts/COVID19/after-infection-when-could-recovery/show/3078714,"after infection,when could  recovery","I have the symptom three mouths, headache, low fevar"
Covid,https://www.medhelp.org/posts/COVID19/Have-I-used-up-all-my-vaccine-antibodies/show/3069995,Have I used up all my vaccine antibodies?,"Do we use up our vaccine antibodies each time we are exposed to covid? I ask this because I have recently been exposed to covid on a daily basis whilst caring for an elderly relative. I managed to stay negative for a whole week before eventually testing positive. Then I went down hill rapidly. There is no doubt I was exposed for days, because I had my relative practically coughing in my face for days. It felt as though my vaccine antibodies (last booster 4 months ago) were keeping the virus at bay until all my antibodies were used up and then I just caught it big time. In fact I was really quite ill. Worse than my elderly relative. The WHO has this to say about vaccine lifespan… “Immunity may reduce faster in people who are older or who have underlying medical conditions, or who have a high level of exposure to the virus” It is this last part that I find interesting and is quite important for carers who may be exposed to covid over an extended period."
Covid,https://www.medhelp.org/posts/COVID19/Covid-19-missing-work-in-2023/show/3075686,Covid-19 missing work in 2023,I just missed a week of work due to testing positive for covid-19 I tested again and I'm still positive. I've been asymptomatic. I was trying to figure out how I'm going to make ends meet after missing one week of work. It looks like I'm going to have to miss 2 weeks of work now!  Is there not any assistance available when you're forced to not work from covid?
